AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT5G19130,GO:0042765/GO:0042765/GO:0003923/GO:0016021/GO:0042765/GO:0005634/GO:0005783/GO:0042765/GO:0016021/GO:0005634/GO:0042765/GO:0042765/GO:0005783/GO:0042765/GO:0042765,S_5sp_contig11599,LOC_Os01g48980,CUST_337_PI428634872,S_5sp_contig11599,1,0,1,0.5
AT1G28340,GO:0005794/GO:0005768/GO:0005802/GO:0007165/GO:0005768/GO:0005886,S_5sp_contig38613_RC,LOC_Os07g31840,CUST_3385_PI428634872,S_5sp_contig38613_RC,1,0,1,0.5
AT5G15070,GO:0016491/GO:0005737/GO:0051567/GO:0016491/GO:0046914/GO:0003993/GO:0055114/GO:0051567/GO:0051567/GO:0055114/GO:0046914/GO:0003993/GO:0051567/GO:0005737,S_5sp_contig38622,LOC_Os03g48300,CUST_3389_PI428634872,S_5sp_contig38622,1,1,2,1
AT5G04420,GO:0005737/GO:0005737/GO:0005737/GO:0008150/GO:0005634/GO:0006869/GO:0005829,S_5sp_contig38653_RC,LOC_Os02g57690,CUST_3397_PI428634872,S_5sp_contig38653_RC,1,0,1,0.5
AT1G55850,GO:0030244/GO:0005886/GO:0009832/GO:0005783/GO:0016757/GO:0046482/GO:0016760/GO:0030244/GO:0000271/GO:0046482/GO:0016020/GO:0005783/GO:0016759/GO:0005794/GO:0016759,S_5sp_contig38658,LOC_Os09g30130,CUST_3398_PI428634872,S_5sp_contig38658,1,0,1,0.5
AT4G38130,GO:0045892/GO:0005515/GO:0016575/GO:0004407/GO:0016573/GO:0004407/GO:0016575/GO:0016573/GO:0004407/GO:0045892/GO:2000026/GO:0009861/GO:0016575/GO:0045892/GO:0005634/GO:0004407/GO:0005634/GO:0016575/GO:0005634/GO:0005515/GO:0005515/GO:0045892/GO:0005634/GO:0005515/GO:0005515/GO:0009861/GO:0016573/GO:0045892/GO:0004407/GO:0009294/GO:0016573/GO:0005634/GO:0005515/GO:0005515/GO:0045892/GO:0009405/GO:0004407/GO:0005634,S_5sp_contig38692,LOC_Os02g12350,CUST_3408_PI428634872,S_5sp_contig38692,1,0,1,0.5
NA,,S_5sp_contig38709,LOC_Os11g34150,CUST_3414_PI428634872,S_5sp_contig38709,1,1,2,1
AT2G40030,GO:0006342/GO:0006306/GO:0005634/GO:0006342/GO:0006306/GO:0003677/GO:0006275/GO:0048453/GO:0005730/GO:0003899/GO:0005634/GO:0000278/GO:0006354/GO:0030880/GO:0016444/GO:0000419/GO:0006306/GO:0006354/GO:0005730/GO:0006306/GO:0000724/GO:0000419/GO:0005730/GO:0030422/GO:0035194/GO:0006275/GO:0006261/GO:0051567/GO:0030422/GO:0006342/GO:0005515/GO:0000419/GO:0009555/GO:0006351/GO:0003899/GO:0000418/GO:0006354/GO:0006306/GO:0005634/GO:0030422/GO:0005515/GO:0006261/GO:0016604/GO:0051567/GO:0003677/GO:0000724/GO:0031047/GO:0000724/GO:0051567/GO:0006275/GO:0006261/GO:0005634/GO:0000418/GO:0030422/GO:0016568/GO:0048451/GO:0031047/GO:0005730/GO:0005515/GO:0016604/GO:0016568/GO:0000419/GO:0035194/GO:0051726/GO:0006306/GO:0051567/GO:0003899,S_5sp_contig38717_RC,LOC_Os02g05880,CUST_3418_PI428634872,S_5sp_contig38717_RC,1,1,2,1
AT3G24440,GO:0051571/GO:0016572/GO:0010388/GO:0009640/GO:0031047/GO:0051567/GO:0010388/GO:0010162/GO:0016571/GO:0061087/GO:0006306/GO:0010388/GO:0010048/GO:0006342/GO:0005515/GO:0010048/GO:0051571/GO:0009640/GO:0016572/GO:0010228/GO:0048575/GO:0016579/GO:0051567/GO:0016568/GO:0010048/GO:0005515/GO:0009409/GO:0009845/GO:0061087/GO:0016571/GO:0016567/GO:0045893/GO:0016567/GO:0050826/GO:0016571/GO:0010048/GO:0045893/GO:0010182/GO:0019915/GO:0005634/GO:0016571/GO:0048572/GO:0016579/GO:0005634/GO:0051571/GO:0016579/GO:0016567/GO:0045893/GO:0009793/GO:0051567/GO:0051567/GO:0016607/GO:0005515/GO:0050826/GO:0045814/GO:0006306/GO:0048575/GO:0061087/GO:0061087/GO:0006342/GO:0016571/GO:0006306/GO:0016572/GO:0016572/GO:0009909/GO:0009933/GO:0031047/GO:0010182/GO:0009909/GO:0005677/GO:0016607/GO:0016568/GO:0051571/GO:0016571/GO:0005677/GO:0006342/GO:0016571/GO:0009409/GO:0016571,S_5sp_contig38723,LOC_Os12g34850,CUST_3423_PI428634872,S_5sp_contig38723,1,0,1,0.5
AT5G07920,GO:0004143/GO:0035556/GO:0006944/GO:0005509/GO:0006944/GO:0004143/GO:0007205/GO:0005737/GO:0004143/GO:0007205/GO:0004143,S_5sp_contig11772,LOC_Os12g38780,CUST_342_PI428634872,S_5sp_contig11772,1,0,1,0.5
AT5G56850,GO:0005739/GO:0016556/GO:0016556/GO:0005739/GO:0009506,S_5sp_contig38764,LOC_Os05g14270,CUST_3436_PI428634872,S_5sp_contig38764,1,0,1,0.5
AT3G45040,GO:0045087/GO:0030968/GO:0016020/GO:0008654/GO:0030968/GO:0008654/GO:0010200/GO:0006944/GO:0004168/GO:0031348/GO:0009697/GO:0009863/GO:0004168/GO:0004605/GO:0006944/GO:0030968/GO:0009697/GO:0009863,S_5sp_contig38766_RC,LOC_Os02g05320,CUST_3437_PI428634872,S_5sp_contig38766_RC,1,0,1,0.5
AT4G17565,GO:0005634/GO:0003674/GO:0008150,S_5sp_contig38767,LOC_Os01g08830,CUST_3438_PI428634872,S_5sp_contig38767,1,1,2,1
AT5G06350,GO:0009506/GO:0005634/GO:0008150,S_5sp_contig38768,LOC_Os04g39220,CUST_3439_PI428634872,S_5sp_contig38768,1,0,1,0.5
AT1G79600,GO:0006468/GO:0010287/GO:0004672/GO:0016772/GO:0010287/GO:0009507/GO:0010287/GO:0010287/GO:0005524/GO:0006468/GO:0005886/GO:0010287/GO:0010287/GO:0010287/GO:0006468/GO:0010287/GO:0010287/GO:0010287/GO:0005524/GO:0010287/GO:0010287/GO:0004672,S_5sp_contig38777,LOC_Os05g25840,CUST_3443_PI428634872,S_5sp_contig38777,1,0,1,0.5
AT2G26800,GO:0003824/GO:0006551/GO:0005739/GO:0003824/GO:0003824/GO:0004419/GO:0006551/GO:0005739/GO:0005739/GO:0004419/GO:0005739,S_5sp_contig38778_RC,LOC_Os12g04020,CUST_3444_PI428634872,S_5sp_contig38778_RC,1,0,1,0.5
AT3G55480,GO:0008565/GO:0030117/GO:0030117/GO:0006896/GO:0080171/GO:0030117/GO:0030117/GO:0006896/GO:0005794/GO:0080171/GO:0030117/GO:0051453/GO:0005634/GO:0030117,S_5sp_contig38803,LOC_Os01g74180,CUST_3455_PI428634872,S_5sp_contig38803,1,0,1,0.5
AT3G56040,GO:0016779/GO:0019375/GO:0019375/GO:0016036/GO:0016036/GO:0008152/GO:0009507,S_5sp_contig38805,LOC_Os05g39230,CUST_3456_PI428634872,S_5sp_contig38805,1,0,1,0.5
AT1G19660,GO:0006289/GO:0003677/GO:0006289/GO:0006289/GO:0006289/GO:0004518/GO:0006289/GO:0009611/GO:0006289/GO:0003677/GO:0004518,S_5sp_contig11813,LOC_Os08g26870,CUST_345_PI428634872,S_5sp_contig11813,1,1,2,1
AT5G03940,GO:0009570/GO:0005515/GO:0005048/GO:0080085/GO:0019288/GO:0006617/GO:0010267/GO:0005737/GO:0005525/GO:0048500/GO:0010267/GO:0035196/GO:0005786/GO:0005525/GO:0005525/GO:0008312/GO:0048500/GO:0009570/GO:0009570/GO:0005515/GO:0009570/GO:0045038/GO:0006617/GO:0005515/GO:0051607/GO:0051607/GO:0035196/GO:0005786/GO:0005515/GO:0080085/GO:0009570/GO:0008312/GO:0006614/GO:0000166/GO:0009570/GO:0003729/GO:0006617/GO:0045038/GO:0009507/GO:0006614/GO:0017111/GO:0009570/GO:0009570/GO:0005525/GO:0019288,S_5sp_contig38824_RC,LOC_Os11g05556,CUST_3463_PI428634872,S_5sp_contig38824_RC,1,1,2,1
AT4G19610,GO:0005730/GO:0008150/GO:0005634/GO:0005730/GO:0003723/GO:0000166/GO:0003676,S_5sp_contig38841_RC,LOC_Os04g52200,CUST_3466_PI428634872,S_5sp_contig38841_RC,1,1,2,1
AT1G35190,GO:0016706/GO:0016706/GO:0016491/GO:0005506/GO:0009821/GO:0055114/GO:0005737/GO:0005737/GO:0016706/GO:0055114/GO:0005506/GO:0016491/GO:0009821,S_5sp_contig38842_RC,LOC_Os01g09300,CUST_3467_PI428634872,S_5sp_contig38842_RC,1,0,1,0.5
AT3G53810,GO:0004674/GO:0016301/GO:0006944/GO:0010363/GO:0005886/GO:0006612/GO:0004672/GO:0009555/GO:0004674/GO:0006612/GO:0006468/GO:0006944/GO:0006468/GO:0043069/GO:0005524/GO:0005524/GO:0010363/GO:0004672/GO:0006468/GO:0016772/GO:0016301,S_5sp_contig38880_RC,LOC_Os07g03890,CUST_3482_PI428634872,S_5sp_contig38880_RC,1,1,2,1
AT1G65950,GO:0005576/GO:0016772,S_5sp_contig38898,LOC_Os11g34750,CUST_3488_PI428634872,S_5sp_contig38898,1,0,1,0.5
AT5G58440,GO:0032502/GO:0051604/GO:0035091/GO:0051604/GO:0005829/GO:0005634/GO:0032585/GO:0005515/GO:0005829/GO:0005515/GO:0007165/GO:0035091/GO:0030904/GO:0090351/GO:0043621/GO:0032585/GO:0032585/GO:0007154/GO:0035556/GO:0005515,S_5sp_contig11957,LOC_Os05g27920,CUST_348_PI428634872,S_5sp_contig11957,1,0,1,0.5
AT3G53390,GO:0006486/GO:0009755/GO:0006486/GO:0009507/GO:0006487/GO:0000166/GO:0008150/GO:0006486/GO:0048825/GO:0009755/GO:0006487/GO:0006487/GO:0010182/GO:0010182,S_5sp_contig38931_RC,LOC_Os12g07450,CUST_3497_PI428634872,S_5sp_contig38931_RC,1,0,1,0.5
AT3G23960,GO:0008150/GO:0005634/GO:0003674,S_5sp_contig38932_RC,LOC_Os09g30170,CUST_3498_PI428634872,S_5sp_contig38932_RC,1,0,1,0.5
AT2G07050,GO:0010027/GO:0016117/GO:0005773/GO:0019745/GO:0019745/GO:0015995/GO:0019745/GO:0016871/GO:0005773/GO:0005773/GO:0019745/GO:0010027/GO:0005773/GO:0006636/GO:0003824/GO:0019745/GO:0015995/GO:0016866/GO:0009555/GO:0006655/GO:0006636/GO:0006655/GO:0016117/GO:0016126/GO:0019288/GO:0019745/GO:0019288,S_5sp_contig38933,LOC_Os05g14800,CUST_3499_PI428634872,S_5sp_contig38933,1,1,2,1
AT5G58440,GO:0032502/GO:0051604/GO:0035091/GO:0051604/GO:0005829/GO:0005634/GO:0032585/GO:0005515/GO:0005829/GO:0005515/GO:0007165/GO:0035091/GO:0030904/GO:0090351/GO:0043621/GO:0032585/GO:0032585/GO:0007154/GO:0035556/GO:0005515,S_5sp_contig11962,LOC_Os05g27920,CUST_349_PI428634872,S_5sp_contig11962,1,0,1,0.5
ATCG00150,GO:0009535/GO:0009535/GO:0009544/GO:0009507/GO:0009544/GO:0006091/GO:0009535/GO:0045263/GO:0009535/GO:0006354/GO:0009535/GO:0006176/GO:0006354/GO:0009535/GO:0009535/GO:0015986/GO:0009535/GO:0009534/GO:0015986/GO:0015979/GO:0045263/GO:0015979/GO:0006354/GO:0009535/GO:0009535/GO:0015252/GO:0009507/GO:0015078/GO:0009534/GO:0009535/GO:0009535/GO:0009534/GO:0009535/GO:0009535/GO:0009535/GO:0009544/GO:0009534/GO:0015986/GO:0009544/GO:0006176/GO:0009544,S_5sp_contig00921,LOC_Os10g21236,CUST_34_PI428634872,S_5sp_contig00921,1,0,1,0.5
AT4G24390,GO:0006511/GO:0007165/GO:0005634/GO:0004842/GO:0006511/GO:0006511/GO:0002237/GO:0005634/GO:0048443/GO:0006511/GO:0006511/GO:0010103/GO:0006511,S_5sp_contig38943_RC,LOC_Os02g52230,CUST_3502_PI428634872,S_5sp_contig38943_RC,1,1,2,1
AT4G34030,GO:0006552/GO:0004075/GO:0050897/GO:0006552/GO:0010050/GO:0005739/GO:0008270/GO:0005759/GO:0016874/GO:0005759/GO:0005739/GO:0005739/GO:0009616/GO:0009616/GO:0005759/GO:0005739,S_5sp_contig38969,LOC_Os08g32850,CUST_3509_PI428634872,S_5sp_contig38969,1,1,2,1
AT1G73390,GO:0006499/GO:0005634/GO:0003674/GO:0005634/GO:0005634/GO:0005634/GO:0006499/GO:0006499,S_5sp_contig38973,LOC_Os02g58160,CUST_3511_PI428634872,S_5sp_contig38973,1,0,1,0.5
AT5G47860,GO:0009507/GO:0009507,S_5sp_contig38984,LOC_Os04g33280,CUST_3514_PI428634872,S_5sp_contig38984,1,0,1,0.5
AT1G28200,GO:0016197/GO:0006623/GO:0006944/GO:0009507/GO:0003674/GO:0006944/GO:0016197/GO:0016192/GO:0008150/GO:0006623,S_5sp_contig11989,LOC_Os03g08860,CUST_351_PI428634872,S_5sp_contig11989,1,1,2,1
AT1G28200,GO:0016197/GO:0006623/GO:0006944/GO:0009507/GO:0003674/GO:0006944/GO:0016197/GO:0016192/GO:0008150/GO:0006623,S_5sp_contig11991,LOC_Os03g08860,CUST_352_PI428634872,S_5sp_contig11991,1,1,2,1
AT1G60770,GO:0005739/GO:0008150/GO:0005739,S_5sp_contig39043,LOC_Os04g25410,CUST_3532_PI428634872,S_5sp_contig39043,1,0,1,0.5
AT4G32730,GO:0003677/GO:0003700/GO:0003677/GO:0006355/GO:0006355/GO:0005634/GO:0000911/GO:0003713/GO:0006355/GO:0006355/GO:0005634/GO:0003700/GO:0006355/GO:0003677/GO:0006355,S_5sp_contig39048,LOC_Os01g12860,CUST_3534_PI428634872,S_5sp_contig39048,1,0,1,0.5
AT4G34310,GO:0031227/GO:0031227/GO:0006505/GO:0006886/GO:0006886/GO:0031227/GO:0016788/GO:0006505/GO:0031227,S_5sp_contig39075_RC,LOC_Os03g08700,CUST_3545_PI428634872,S_5sp_contig39075_RC,1,0,1,0.5
AT5G24270,GO:0006499/GO:0005513/GO:0005515/GO:0042539/GO:0004723/GO:0019722/GO:0006499/GO:0010118/GO:0005509/GO:0005737/GO:0005509/GO:0005886/GO:0005515/GO:0005509/GO:0005509/GO:0005955/GO:0005515/GO:0030007/GO:0042539/GO:0005515/GO:0005515/GO:0005515/GO:0006499/GO:0005886,S_5sp_contig39080_RC,LOC_Os02g18930,CUST_3546_PI428634872,S_5sp_contig39080_RC,1,0,1,0.5
AT3G52140,GO:0009507/GO:0010498/GO:0005634/GO:0008150/GO:0007010/GO:0005886/GO:0010498/GO:0007010/GO:0005634/GO:0010498/GO:0005634/GO:0006094/GO:0005829/GO:0005634,S_5sp_contig12045_RC,LOC_Os02g48620,CUST_354_PI428634872,S_5sp_contig12045_RC,1,1,2,1
AT5G47650,GO:0051287/GO:0006979/GO:0051287/GO:0016787/GO:0005829/GO:0016787/GO:0047631/GO:0006979,S_5sp_contig39096,LOC_Os06g42790,CUST_3551_PI428634872,S_5sp_contig39096,1,0,1,0.5
AT1G17450,GO:0003674/GO:0005634,S_5sp_contig39130_RC,LOC_Os02g42200,CUST_3563_PI428634872,S_5sp_contig39130_RC,1,0,1,0.5
AT1G58440,GO:0009414/GO:0016126/GO:0000271/GO:0008152/GO:0009228/GO:0050660/GO:0055114/GO:0005576/GO:0019745/GO:0016132/GO:0016126/GO:0050660/GO:0004506/GO:0016491/GO:0009414/GO:0019745/GO:0009228/GO:0016021/GO:0004506/GO:0016126,S_5sp_contig39134,LOC_Os03g12910,CUST_3565_PI428634872,S_5sp_contig39134,1,0,1,0.5
AT4G35640,GO:0016407/GO:0005737/GO:0005829/GO:0009001/GO:0006535/GO:0000103/GO:0006535/GO:0005737/GO:0016740/GO:0000103/GO:0009001/GO:0009001,S_5sp_contig39165,LOC_Os03g04140,CUST_3580_PI428634872,S_5sp_contig39165,1,0,1,0.5
AT1G56110,GO:0005730/GO:0009506/GO:0009220/GO:0005730/GO:0001510/GO:0009220/GO:0001510/GO:0005634/GO:0005730/GO:0005618/GO:0005730,S_5sp_contig39178,LOC_Os07g46720,CUST_3585_PI428634872,S_5sp_contig39178,1,0,1,0.5
AT3G13290,GO:0000166/GO:0005634,S_5sp_contig12101_RC,LOC_Os02g49090,CUST_358_PI428634872,S_5sp_contig12101_RC,1,0,1,0.5
AT5G02320,GO:0003677/GO:0005634/GO:0003700/GO:0005634/GO:0003677/GO:0006355/GO:0003700/GO:0006355/GO:0003677/GO:0006355,S_5sp_contig39196,LOC_Os01g62410,CUST_3593_PI428634872,S_5sp_contig39196,1,1,2,1
AT3G61050,GO:0005886/GO:0009651/GO:0031965/GO:0005886/GO:0005783/GO:0005886/GO:0008289/GO:0008289/GO:0005886/GO:0045892/GO:0009414/GO:0045892/GO:0005886/GO:0031965/GO:0009414/GO:0043565/GO:0031965/GO:0045892/GO:0009651/GO:0005886/GO:0043565/GO:0009958,S_5sp_contig39201,LOC_Os07g22640,CUST_3594_PI428634872,S_5sp_contig39201,1,0,1,0.5
AT1G13920,GO:0005737/GO:0003677/GO:0008150,S_5sp_contig39203,LOC_Os03g11300,CUST_3595_PI428634872,S_5sp_contig39203,1,0,1,0.5
AT5G13950,GO:0005634/GO:0005634/GO:0003674/GO:0008150/GO:0005634,S_5sp_contig39212,LOC_Os07g27760,CUST_3598_PI428634872,S_5sp_contig39212,1,0,1,0.5
AT3G13290,GO:0000166/GO:0005634,S_5sp_contig12105_RC,LOC_Os02g49090,CUST_359_PI428634872,S_5sp_contig12105_RC,1,0,1,0.5
AT5G53570,GO:0032313/GO:0032313/GO:0032313/GO:0005097/GO:0005794/GO:0005794/GO:0032313/GO:0032313/GO:0005622/GO:0032313/GO:0005097/GO:0005622,S_5sp_contig39243_RC,LOC_Os08g43380,CUST_3608_PI428634872,S_5sp_contig39243_RC,1,1,2,1
AT3G13290,GO:0000166/GO:0005634,S_5sp_contig12107_RC,LOC_Os02g49090,CUST_360_PI428634872,S_5sp_contig12107_RC,1,0,1,0.5
AT5G35630,GO:0009507/GO:0006972/GO:0009570/GO:0016020/GO:0009507/GO:0007568/GO:0046686/GO:0009266/GO:0006098/GO:0009651/GO:0009535/GO:0009570/GO:0009570/GO:0004356/GO:0009744/GO:0009535/GO:0009941/GO:0009507/GO:0009570/GO:0009535/GO:0009535/GO:0009750/GO:0019676/GO:0009535/GO:0006542/GO:0010155/GO:0046686/GO:0006807/GO:0009941/GO:0003824/GO:0005739/GO:0009651/GO:0006096/GO:0006972/GO:0009644/GO:0006542/GO:0009651/GO:0006542/GO:0009637/GO:0009579/GO:0016020/GO:0009579/GO:0009507/GO:0009651/GO:0016020/GO:0019676/GO:0009651/GO:0009570/GO:0007030/GO:0009651/GO:0003824/GO:0009941/GO:0009941/GO:0006542/GO:0006807/GO:0009651/GO:0009535/GO:0007030/GO:0048046/GO:0009535/GO:0004356/GO:0009651/GO:0006542/GO:0004356/GO:0022626/GO:0009535/GO:0022626/GO:0010114/GO:0004356/GO:0022626/GO:0009409/GO:0010218/GO:0009570/GO:0006833/GO:0009409/GO:0019344/GO:0006542/GO:0022626/GO:0009535/GO:0009535/GO:0004356/GO:0009749/GO:0009507/GO:0009570/GO:0009507/GO:0006098/GO:0009570/GO:0009570/GO:0003824/GO:0009570/GO:0022626/GO:0006807/GO:0022626/GO:0022626/GO:0009507/GO:0004356/GO:0009507/GO:0022626/GO:0009570/GO:0048046/GO:0019344/GO:0048046/GO:0009507/GO:0009579/GO:0006096/GO:0009570,S_5sp_contig39248,LOC_Os04g56400,CUST_3610_PI428634872,S_5sp_contig39248,1,0,1,0.5
AT4G38180,GO:0009639/GO:0008270/GO:0005634,S_5sp_contig39260,LOC_Os06g07010,CUST_3615_PI428634872,S_5sp_contig39260,1,0,1,0.5
AT3G43240,GO:0005622/GO:0008270/GO:0003677/GO:0005622/GO:0003677,S_5sp_contig12109,LOC_Os09g26390,CUST_361_PI428634872,S_5sp_contig12109,1,0,1,0.5
AT3G08670,GO:0005634/GO:0006979,S_5sp_contig39275,LOC_Os01g60309,CUST_3622_PI428634872,S_5sp_contig39275,1,1,2,1
AT3G05040,GO:0035281/GO:0009944/GO:0005634/GO:0035281/GO:0035281/GO:0048364/GO:0048367/GO:0009965/GO:0005635/GO:0035281/GO:0035281/GO:0005487/GO:0009910/GO:0035281/GO:0005515/GO:0035281/GO:0035281/GO:0005635,S_5sp_contig39286,LOC_Os01g26160,CUST_3626_PI428634872,S_5sp_contig39286,1,1,2,1
AT5G01990,GO:0016021/GO:0055085/GO:0009672/GO:0009926/GO:0055085,S_5sp_contig12157,LOC_Os01g60230,CUST_363_PI428634872,S_5sp_contig12157,1,0,1,0.5
AT4G22120,GO:0016020/GO:0005886/GO:0016020/GO:0016020/GO:0005886/GO:0005886/GO:0016020/GO:0005886/GO:0005886/GO:0005886/GO:0005886/GO:0016020/GO:0005886/GO:0005886/GO:0005886/GO:0005886/GO:0005886/GO:0016020,S_5sp_contig39322_RC,LOC_Os01g35050,CUST_3642_PI428634872,S_5sp_contig39322_RC,1,0,1,0.5
AT3G12250,GO:0005634/GO:0006355/GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0006355/GO:0009410/GO:0003677/GO:0009862/GO:0009862/GO:0005515/GO:0006355/GO:0003700/GO:0005634/GO:0006355/GO:0030968/GO:0006355/GO:0006355/GO:0005634/GO:0005634/GO:0030968/GO:0009862/GO:0005515/GO:0006355/GO:0009617/GO:0003700/GO:0003700/GO:0006355/GO:0006355/GO:0006355/GO:0009627/GO:0009627/GO:0009862/GO:0006355/GO:0005634/GO:0006355/GO:0003700/GO:0009410/GO:0005515/GO:0030968,S_5sp_contig39324,LOC_Os01g59350,CUST_3643_PI428634872,S_5sp_contig39324,1,0,1,0.5
AT4G24290,GO:0005886/GO:0003674/GO:0005576/GO:0005576/GO:0005886/GO:0008150/GO:0005886,S_5sp_contig39329,LOC_Os07g07194,CUST_3645_PI428634872,S_5sp_contig39329,1,0,1,0.5
AT3G11470,GO:0000287/GO:0005737/GO:0008152/GO:0009059/GO:0016740/GO:0008897/GO:0005737/GO:0009059/GO:0000287/GO:0009059/GO:0000287/GO:0008897/GO:0008897,S_5sp_contig39345,LOC_Os08g14490,CUST_3653_PI428634872,S_5sp_contig39345,1,0,1,0.5
AT1G05500,GO:0012505/GO:0019745/GO:0005783/GO:0005886/GO:0019745/GO:0003674/GO:0016126/GO:0008150/GO:0009506/GO:0005886,S_5sp_contig39356,LOC_Os08g20544,CUST_3658_PI428634872,S_5sp_contig39356,1,0,1,0.5
AT1G55930,GO:0009941/GO:0008150/GO:0009941/GO:0003674/GO:0005886/GO:0009941/GO:0009536/GO:0009941,S_5sp_contig39362,LOC_Os03g39640,CUST_3660_PI428634872,S_5sp_contig39362,1,0,1,0.5
AT3G19970,GO:0052542/GO:0009695/GO:0010363/GO:0010363/GO:0010200/GO:0009867/GO:0006612/GO:0042538/GO:0006612/GO:0009863/GO:0009611/GO:0009620/GO:0042538/GO:0009863/GO:0003674/GO:0008150/GO:0009753/GO:0009695/GO:0009414/GO:0009414/GO:0009867,S_5sp_contig39368_RC,LOC_Os06g51390,CUST_3663_PI428634872,S_5sp_contig39368_RC,1,0,1,0.5
AT1G29120,GO:0005634/GO:0008150/GO:0005634/GO:0009507/GO:0003674/GO:0005634/GO:0005634,S_5sp_contig39397,LOC_Os06g06080,CUST_3677_PI428634872,S_5sp_contig39397,1,0,1,0.5
AT1G64625,GO:0003700/GO:0005634,S_5sp_contig39403,LOC_Os02g45170,CUST_3679_PI428634872,S_5sp_contig39403,1,0,1,0.5
AT1G73970,GO:0005575/GO:0006396/GO:0006396/GO:0000278/GO:0003674,S_5sp_contig39425_RC,LOC_Os02g03090,CUST_3683_PI428634872,S_5sp_contig39425_RC,1,0,1,0.5
AT4G14920,GO:0005634/GO:0005634/GO:0003677/GO:0008270/GO:0006355/GO:0006355/GO:0006355,S_5sp_contig12190,LOC_Os07g07690,CUST_368_PI428634872,S_5sp_contig12190,1,1,2,1
AT5G55100,GO:0005634/GO:0006396/GO:0003723/GO:0005634/GO:0006396/GO:0003723/GO:0006396/GO:0006396/GO:0006396/GO:0006396/GO:0003723,S_5sp_contig39440,LOC_Os01g50320,CUST_3690_PI428634872,S_5sp_contig39440,1,1,2,1
AT1G78900,GO:0005774/GO:0009651/GO:0046933/GO:0048193/GO:0005774/GO:0009941/GO:0016020/GO:0009651/GO:0005774/GO:0015992/GO:0006094/GO:0006816/GO:0005773/GO:0015991/GO:0046961/GO:0005773/GO:0009507/GO:0010498/GO:0046034/GO:0002020/GO:0000902/GO:0015992/GO:0005773/GO:0005773/GO:0005774/GO:0009941/GO:0046034/GO:0005524/GO:0005794/GO:0048046/GO:0005773/GO:0005794/GO:0005618/GO:0046961/GO:0009941/GO:0000325/GO:0009651/GO:0009506/GO:0005886/GO:0046961/GO:0005886/GO:0000902/GO:0007033/GO:0005773/GO:0000325/GO:0005773/GO:0046933/GO:0015991/GO:0005886/GO:0016820/GO:0005524/GO:0006833/GO:0009941/GO:0015992/GO:0005739/GO:0046686/GO:0006096/GO:0009941/GO:0005524/GO:0016049/GO:0005524/GO:0015991/GO:0046933/GO:0006098/GO:0006972/GO:0009941/GO:0005886/GO:0005773/GO:0007030/GO:0046034/GO:0005773/GO:0005524/GO:0046034/GO:0046933/GO:0009651/GO:0046933/GO:0009941/GO:0009941/GO:0005774/GO:0009651/GO:0009266/GO:0006007/GO:0007010/GO:0009507/GO:0005524/GO:0009507/GO:0016020/GO:0000325/GO:0005773/GO:0007030/GO:0009941/GO:0009941/GO:0005773/GO:0005774/GO:0007030/GO:0009941/GO:0046961/GO:0005739/GO:0010498/GO:0007030/GO:0005773/GO:0000325/GO:0007010/GO:0005774/GO:0009941/GO:0016820/GO:0009941/GO:0015991/GO:0007033/GO:0009507/GO:0009941/GO:0009941/GO:0006098/GO:0005618/GO:0006096/GO:0009555/GO:0005774/GO:0009941/GO:0005773/GO:0009651/GO:0005774/GO:0010498/GO:0048193/GO:0006972/GO:0005773/GO:0046933/GO:0016820/GO:0016820,S_5sp_contig12213,LOC_Os06g45120,CUST_369_PI428634872,S_5sp_contig12213,1,0,1,0.5
AT1G02380,GO:0005634/GO:0003674/GO:0008150,S_5sp_contig39463,LOC_Os05g04150,CUST_3702_PI428634872,S_5sp_contig39463,1,0,1,0.5
AT4G38520,GO:0008287/GO:0006470/GO:0003824/GO:0006470/GO:0004722/GO:0006470/GO:0003824/GO:0008287/GO:0004722/GO:0006470/GO:0006470/GO:0004722/GO:0006470,S_5sp_contig39493,LOC_Os10g39780,CUST_3714_PI428634872,S_5sp_contig39493,1,0,1,0.5
AT4G11000,GO:0005575/GO:0008150,S_5sp_contig39497,LOC_Os06g19370,CUST_3717_PI428634872,S_5sp_contig39497,1,0,1,0.5
AT1G11170,GO:0005739/GO:0016757/GO:0008150/GO:0005739,S_5sp_contig39513_RC,LOC_Os07g37760,CUST_3726_PI428634872,S_5sp_contig39513_RC,1,0,1,0.5
AT2G42880,GO:0004707/GO:0004707/GO:0009664/GO:0007165/GO:0004707/GO:0006468/GO:0005634/GO:0004707/GO:0006468/GO:0004672/GO:0005515/GO:0009664/GO:0004672/GO:0005524/GO:0009832/GO:0016772/GO:0004707/GO:0006468/GO:0004707/GO:0005524/GO:0010075,S_5sp_contig39517,LOC_Os05g49140,CUST_3728_PI428634872,S_5sp_contig39517,1,0,1,0.5
