AT,TargetID
AT5G03290,S_5sp_contig29149
AT5G33320,S_5sp_contig29176
AT1G12930,S_5sp_contig29179
AT1G20200,S_5sp_contig29187
AT1G62640,S_5sp_contig29190
AT2G34640,S_5sp_contig29235
AT5G14270,S_5sp_contig29243
AT2G46180,S_5sp_contig29262
AT5G43600,S_5sp_contig29268_RC
AT5G43600,S_5sp_contig29269_RC
AT3G16230,S_5sp_contig08015_RC
AT1G75680,S_5sp_contig29281
AT1G75680,S_5sp_contig29282
AT1G09020,S_5sp_contig29286_RC
AT1G09020,S_5sp_contig29288_RC
AT3G22830,S_5sp_contig29294
AT2G33730,S_5sp_contig29301_RC
AT2G33730,S_5sp_contig29302_RC
AT3G62370,S_5sp_contig29313
AT3G12740,S_5sp_contig29332_RC
AT5G10330,S_5sp_contig29334
AT1G55150,S_5sp_contig29371
AT5G65780,S_5sp_contig29379
AT1G56310,S_5sp_contig29466
AT3G27460,S_5sp_contig29481
AT2G17900,S_5sp_contig29523
AT3G58460,S_5sp_contig29535_RC
AT3G58460,S_5sp_contig29536_RC
AT5G08470,S_5sp_contig29580
AT2G36010,S_5sp_contig29595_RC
AT2G36010,S_5sp_contig29596_RC
AT5G58950,S_5sp_contig29664
AT1G61210,S_5sp_contig29685
AT1G73270,S_5sp_contig29709
AT1G55810,S_5sp_contig29719
AT2G35780,S_5sp_contig29722
AT1G56170,S_5sp_contig29737
AT5G57740,S_5sp_contig29764
AT5G67500,S_5sp_contig29828
AT5G39360,S_5sp_contig29853_RC
AT5G22400,S_5sp_contig29862
AT5G22400,S_5sp_contig29863
AT5G50100,S_5sp_contig08227
AT5G22400,S_5sp_contig29864
AT1G54390,S_5sp_contig29927_RC
AT1G68000,S_5sp_contig29955
AT4G06634,S_5sp_contig29961
AT4G03000,S_5sp_contig29994
AT5G54830,S_5sp_contig30006
AT1G55280,S_5sp_contig30031_RC
AT1G12120,S_5sp_contig30090
AT4G25370,S_5sp_contig30132
AT3G48190,S_5sp_contig30144
AT4G29960,S_5sp_contig30157_RC
AT3G57170,S_5sp_contig30169_RC
AT2G35040,S_5sp_contig30225
AT5G08160,S_5sp_contig30243
AT4G12570,S_5sp_contig30258
AT4G29160,S_5sp_contig08429
AT2G39630,S_5sp_contig30314
AT5G65760,S_5sp_contig30322_RC
AT4G38980,S_5sp_contig30333
AT1G34780,S_5sp_contig30342
AT5G63610,S_5sp_contig30349
AT2G40650,S_5sp_contig30397
AT5G08550,S_5sp_contig30415
AT2G12400,S_5sp_contig30423
AT2G12400,S_5sp_contig30424
AT1G48380,S_5sp_contig30441
AT3G47160,S_5sp_contig30481
AT5G61520,S_5sp_contig30489
AT5G61520,S_5sp_contig30490
AT1G09700,S_5sp_contig30510
AT5G14790,S_5sp_contig30561
AT4G31130,S_5sp_contig30572_RC
AT5G19760,S_5sp_contig30591
AT4G31200,S_5sp_contig30597
AT4G35230,S_5sp_contig30612
NA,S_5sp_contig30650
AT1G78420,S_5sp_contig30651
AT1G78420,S_5sp_contig30652
AT3G03490,S_5sp_contig30654
AT2G17270,S_5sp_contig30735
AT1G13180,S_5sp_contig30780
AT1G78680,S_5sp_contig30896
AT1G04620,S_5sp_contig30918
NA,S_5sp_contig30970_RC
AT1G56460,S_5sp_contig30972
AT1G56460,S_5sp_contig30974
AT1G69260,S_5sp_contig30991_RC
AT3G59350,S_5sp_contig31008
AT3G48820,S_5sp_contig31025
NA,S_5sp_contig31035
AT5G42940,S_5sp_contig31065
AT2G15530,S_5sp_contig31067
AT1G75390,S_5sp_contig31098_RC
AT4G27800,S_5sp_contig08694
AT2G44770,S_5sp_contig31147_RC
AT1G79330,S_5sp_contig31178
AT1G60430,S_5sp_contig31235
AT2G02740,S_5sp_contig31267
AT5G63200,S_5sp_contig31278_RC
AT5G10560,S_5sp_contig31296
AT1G32330,S_5sp_contig31302
AT1G08820,S_5sp_contig31308
AT1G73480,S_5sp_contig31383
AT5G19280,S_5sp_contig31393
AT2G19080,S_5sp_contig31410
AT5G43960,S_5sp_contig08824
AT5G13970,S_5sp_contig31431
AT4G17080,S_5sp_contig31435
NA,S_5sp_contig31473
AT2G01490,S_5sp_contig31476
AT2G43980,S_5sp_contig31480_RC
AT5G66380,S_5sp_contig31506
AT3G10330,S_5sp_contig31548
AT1G17280,S_5sp_contig31552_RC
AT2G47420,S_5sp_contig31592
AT5G44720,S_5sp_contig31605
AT1G54710,S_5sp_contig08954
AT1G06470,S_5sp_contig31633
AT2G15240,S_5sp_contig31638
AT2G42160,S_5sp_contig31704
AT1G68010,S_5sp_contig31712
AT3G56840,S_5sp_contig31749_RC
AT3G60370,S_5sp_contig31764_RC
AT5G19830,S_5sp_contig31825_RC
AT2G19160,S_5sp_contig31830
AT5G19010,S_5sp_contig09139
AT1G03140,S_5sp_contig31837_RC
AT5G08160,S_5sp_contig31857_RC
AT5G57020,S_5sp_contig31881
AT5G57020,S_5sp_contig31882
AT5G57020,S_5sp_contig31883
AT5G19010,S_5sp_contig09143
AT1G47710,S_5sp_contig31932_RC
AT5G43100,S_5sp_contig09184
AT1G78140,S_5sp_contig31940
AT3G07565,S_5sp_contig31944
AT5G43100,S_5sp_contig09187
AT3G07640,S_5sp_contig32025
AT4G19006,S_5sp_contig09211_RC
AT4G22950,S_5sp_contig32040
AT4G27910,S_5sp_contig32078
AT4G36730,S_5sp_contig32208
AT4G36730,S_5sp_contig32209
AT4G24460,S_5sp_contig32226
AT5G53150,S_5sp_contig32232
AT1G58030,S_5sp_contig32275_RC
AT1G58030,S_5sp_contig32276_RC
AT1G18190,S_5sp_contig32277
AT1G58030,S_5sp_contig09344
AT1G22610,S_5sp_contig32281
AT3G51580,S_5sp_contig32317
AT4G13400,S_5sp_contig32449_RC
AT4G33360,S_5sp_contig32454
AT4G33360,S_5sp_contig32455
AT4G35080,S_5sp_contig32462_RC
AT5G45550,S_5sp_contig09607
AT2G35120,S_5sp_contig32467
AT2G35120,S_5sp_contig32468
AT1G29990,S_5sp_contig32487
AT4G00100,S_5sp_contig09630
AT1G29990,S_5sp_contig32489
AT5G05680,S_5sp_contig32494_RC
AT1G04420,S_5sp_contig32496
NA,S_5sp_contig32502
AT1G72640,S_5sp_contig32550
AT3G13050,S_5sp_contig09723
AT3G46060,S_5sp_contig32572
AT1G06550,S_5sp_contig32634_RC
AT3G01790,S_5sp_contig32646
AT5G40080,S_5sp_contig32655
AT5G12230,S_5sp_contig32680_RC
AT3G25840,S_5sp_contig32685
AT4G38160,S_5sp_contig32762_RC
AT5G49230,S_5sp_contig32770
AT2G25110,S_5sp_contig32808
AT1G80950,S_5sp_contig32815
AT5G22790,S_5sp_contig32823
AT2G31660,S_5sp_contig32826
NA,S_5sp_contig32838
AT3G09250,S_5sp_contig32841
AT3G09250,S_5sp_contig32843
AT4G16800,S_5sp_contig32871
AT1G02840,S_5sp_contig32874
AT5G54090,S_5sp_contig32898
AT2G43080,S_5sp_contig32903
AT5G52440,S_5sp_contig32950_RC
NA,S_5sp_contig32980
AT3G18430,S_5sp_contig32998
AT5G04260,S_5sp_contig33006
AT5G19855,S_5sp_contig33016
AT5G19855,S_5sp_contig33017
AT5G10350,S_5sp_contig33042
AT1G55480,S_5sp_contig33054
AT1G55480,S_5sp_contig33056
ATCG00140,S_5sp_contig00420
AT2G45140,S_5sp_contig33069
AT2G45140,S_5sp_contig33071
AT2G44140,S_5sp_contig33072
AT2G32640,S_5sp_contig33084
AT1G25420,S_5sp_contig33105
AT5G20380,S_5sp_contig33138_RC
AT2G20370,S_5sp_contig33159
AT4G34360,S_5sp_contig33177
AT3G04500,S_5sp_contig10185_RC
AT4G33910,S_5sp_contig33237
AT3G04500,S_5sp_contig10186_RC
AT2G47590,S_5sp_contig33295_RC
AT1G76490,S_5sp_contig33328_RC
AT1G56070,S_5sp_contig10225
AT1G31440,S_5sp_contig33385
AT3G56970,S_5sp_contig33405
AT1G59600,S_5sp_contig33409
AT2G34050,S_5sp_contig33426
AT1G17550,S_5sp_contig33446
AT3G13230,S_5sp_contig33498
AT5G45910,S_5sp_contig33505
AT2G44680,S_5sp_contig10510_RC
AT3G10970,S_5sp_contig33546
AT5G59440,S_5sp_contig33558
NA,S_5sp_contig00491_RC
AT2G21045,S_5sp_contig33575
AT5G40570,S_5sp_contig33606_RC
AT5G49710,S_5sp_contig33641
AT3G22550,S_5sp_contig33648
AT1G12360,S_5sp_contig33651
AT4G22720,S_5sp_contig33654
AT2G17990,S_5sp_contig33660
AT2G17990,S_5sp_contig33661
AT2G17990,S_5sp_contig33662
AT2G19560,S_5sp_contig33684
AT3G23570,S_5sp_contig33687
AT1G13450,S_5sp_contig33693
AT3G45100,S_5sp_contig33741
AT2G45640,S_5sp_contig33791_RC
AT4G35840,S_5sp_contig10541_RC
AT1G65030,S_5sp_contig33861
AT5G01750,S_5sp_contig33879
AT5G22800,S_5sp_contig33883
AT5G54855,S_5sp_contig33885
AT5G54855,S_5sp_contig33886
AT5G14710,S_5sp_contig33906
AT5G14710,S_5sp_contig33908
AT1G77350,S_5sp_contig33913
AT1G77350,S_5sp_contig33914
AT1G34780,S_5sp_contig33926_RC
AT1G12390,S_5sp_contig33933
AT5G13750,S_5sp_contig33937
AT3G12350,S_5sp_contig33957_RC
AT4G01995,S_5sp_contig33975
AT5G44080,S_5sp_contig33996
AT1G28960,S_5sp_contig34032
AT3G27190,S_5sp_contig10749
AT1G04420,S_5sp_contig34071
AT3G03330,S_5sp_contig34077
AT2G21250,S_5sp_contig34084
AT4G23440,S_5sp_contig34113
AT5G48840,S_5sp_contig34131
AT1G55000,S_5sp_contig34141
NA,S_5sp_contig34164
AT5G54920,S_5sp_contig34179
AT5G11980,S_5sp_contig34182
AT2G18250,S_5sp_contig34185
AT4G16760,S_5sp_contig34326
AT5G04710,S_5sp_contig34329
AT5G65220,S_5sp_contig34376
AT5G03450,S_5sp_contig34488
AT3G53810,S_5sp_contig34590
AT2G37220,S_5sp_contig34608
AT2G37220,S_5sp_contig34609
AT1G43700,S_5sp_contig34680
AT2G46225,S_5sp_contig34686
AT2G04030,S_5sp_contig00027_RC
AT3G59600,S_5sp_contig34747
AT5G53140,S_5sp_contig34758
AT2G34250,S_5sp_contig34764
AT5G61330,S_5sp_contig10902
AT2G41900,S_5sp_contig34847
AT3G24730,S_5sp_contig34863
AT1G55340,S_5sp_contig34875
AT4G00250,S_5sp_contig34890
AT3G12070,S_5sp_contig34899
AT4G21280,S_5sp_contig34933
AT4G17390,S_5sp_contig10931
AT1G06570,S_5sp_contig34992
AT1G06570,S_5sp_contig34994
NA,S_5sp_contig35002
AT4G24090,S_5sp_contig35041
AT1G10950,S_5sp_contig35071_RC
AT1G02870,S_5sp_contig35085
AT3G49170,S_5sp_contig35166
AT4G32010,S_5sp_contig35172
AT3G47570,S_5sp_contig35200
AT5G10270,S_5sp_contig35223
AT1G55460,S_5sp_contig35241_RC
AT5G63905,S_5sp_contig35274
AT5G58920,S_5sp_contig35346
AT5G58920,S_5sp_contig35347
AT1G11650,S_5sp_contig11163
NA,S_5sp_contig35404
NA,S_5sp_contig35406
AT5G51070,S_5sp_contig35411
AT1G68300,S_5sp_contig35445
AT1G10865,S_5sp_contig35466
AT1G13170,S_5sp_contig35493
AT1G44000,S_5sp_contig35554_RC
AT5G44010,S_5sp_contig35583
AT3G02870,S_5sp_contig35665
AT1G07980,S_5sp_contig35709
AT1G05805,S_5sp_contig35757
NA,S_5sp_contig35820
AT1G74940,S_5sp_contig35971
NA,S_5sp_contig36006
AT3G56490,S_5sp_contig36076_RC
AT5G39660,S_5sp_contig36097
AT5G57970,S_5sp_contig36150
AT4G21470,S_5sp_contig11396
NA,S_5sp_contig36180
AT4G08685,S_5sp_contig36202_RC
AT3G54050,S_5sp_contig36207
AT2G40340,S_5sp_contig36250_RC
AT5G66520,S_5sp_contig36295_RC
AT3G47490,S_5sp_contig36324
AT4G22000,S_5sp_contig36393
AT4G40045,S_5sp_contig36396
AT3G54720,S_5sp_contig36564
AT1G05850,S_5sp_contig36588
AT1G48160,S_5sp_contig36754
AT2G32840,S_5sp_contig36766
AT5G10290,S_5sp_contig36807_RC
AT5G23860,S_5sp_contig37014
AT1G65680,S_5sp_contig37095
AT2G38540,S_5sp_contig37110
AT1G60950,S_5sp_contig37150_RC
AT2G32070,S_5sp_contig37167
AT2G07050,S_5sp_contig37404
AT3G45640,S_5sp_contig37470
AT2G18110,S_5sp_contig11476_RC
AT4G25740,S_5sp_contig37837
AT2G04030,S_5sp_contig00785
AT1G08520,S_5sp_contig38170_RC
AT5G52980,S_5sp_contig38226_RC
AT4G37270,S_5sp_contig38228
AT1G25682,S_5sp_contig38264
AT4G32750,S_5sp_contig38295
AT5G11280,S_5sp_contig38320
AT2G42880,S_5sp_contig38446
AT1G79090,S_5sp_contig38480
AT2G18760,S_5sp_contig38489
AT5G19130,S_5sp_contig11597
NA,S_5sp_contig38524_RC
AT5G58040,S_5sp_contig38540
AT1G10910,S_5sp_contig38551
AT4G23310,S_5sp_contig38569
AT5G19130,S_5sp_contig11599
AT1G28340,S_5sp_contig38613_RC
AT5G15070,S_5sp_contig38622
AT5G04420,S_5sp_contig38653_RC
AT1G55850,S_5sp_contig38658
AT4G38130,S_5sp_contig38692
NA,S_5sp_contig38709
AT2G40030,S_5sp_contig38717_RC
AT3G24440,S_5sp_contig38723
AT5G07920,S_5sp_contig11772
AT5G56850,S_5sp_contig38764
AT3G45040,S_5sp_contig38766_RC
AT4G17565,S_5sp_contig38767
AT5G06350,S_5sp_contig38768
AT1G79600,S_5sp_contig38777
AT2G26800,S_5sp_contig38778_RC
AT3G55480,S_5sp_contig38803
AT3G56040,S_5sp_contig38805
AT1G19660,S_5sp_contig11813
AT5G03940,S_5sp_contig38824_RC
AT4G19610,S_5sp_contig38841_RC
AT1G35190,S_5sp_contig38842_RC
AT3G53810,S_5sp_contig38880_RC
AT1G65950,S_5sp_contig38898
AT5G58440,S_5sp_contig11957
AT3G53390,S_5sp_contig38931_RC
AT3G23960,S_5sp_contig38932_RC
AT2G07050,S_5sp_contig38933
AT5G58440,S_5sp_contig11962
ATCG00150,S_5sp_contig00921
AT4G24390,S_5sp_contig38943_RC
AT4G34030,S_5sp_contig38969
AT1G73390,S_5sp_contig38973
AT5G47860,S_5sp_contig38984
AT1G28200,S_5sp_contig11989
AT1G28200,S_5sp_contig11991
AT1G60770,S_5sp_contig39043
AT4G32730,S_5sp_contig39048
AT4G34310,S_5sp_contig39075_RC
AT5G24270,S_5sp_contig39080_RC
AT3G52140,S_5sp_contig12045_RC
AT5G47650,S_5sp_contig39096
AT1G17450,S_5sp_contig39130_RC
AT1G58440,S_5sp_contig39134
AT4G35640,S_5sp_contig39165
AT1G56110,S_5sp_contig39178
AT3G13290,S_5sp_contig12101_RC
AT5G02320,S_5sp_contig39196
AT3G61050,S_5sp_contig39201
AT1G13920,S_5sp_contig39203
AT5G13950,S_5sp_contig39212
AT3G13290,S_5sp_contig12105_RC
AT5G53570,S_5sp_contig39243_RC
AT3G13290,S_5sp_contig12107_RC
AT5G35630,S_5sp_contig39248
AT4G38180,S_5sp_contig39260
AT3G43240,S_5sp_contig12109
AT3G08670,S_5sp_contig39275
AT3G05040,S_5sp_contig39286
AT5G01990,S_5sp_contig12157
AT4G22120,S_5sp_contig39322_RC
AT3G12250,S_5sp_contig39324
AT4G24290,S_5sp_contig39329
AT3G11470,S_5sp_contig39345
AT1G05500,S_5sp_contig39356
AT1G55930,S_5sp_contig39362
AT3G19970,S_5sp_contig39368_RC
AT1G29120,S_5sp_contig39397
AT1G64625,S_5sp_contig39403
AT1G73970,S_5sp_contig39425_RC
AT4G14920,S_5sp_contig12190
AT5G55100,S_5sp_contig39440
AT1G78900,S_5sp_contig12213
AT1G02380,S_5sp_contig39463
AT4G38520,S_5sp_contig39493
AT4G11000,S_5sp_contig39497
AT1G11170,S_5sp_contig39513_RC
AT2G42880,S_5sp_contig39517
AT5G06950,S_5sp_contig12246_RC
AT3G55600,S_5sp_contig39543_RC
NA,S_5sp_contig39571
AT1G03250,S_5sp_contig39576
AT1G65580,S_5sp_contig39577
AT3G20860,S_5sp_contig39599
AT5G20280,S_5sp_contig39604
AT1G65010,S_5sp_contig39607
AT3G12640,S_5sp_contig39616
AT1G27385,S_5sp_contig39631_RC
AT2G34730,S_5sp_contig12267_RC
AT5G60750,S_5sp_contig39633
AT3G12250,S_5sp_contig39635_RC
NA,S_5sp_contig39647_RC
AT4G15080,S_5sp_contig39661
AT3G50930,S_5sp_contig39662
AT3G62910,S_5sp_contig39675
AT5G07830,S_5sp_contig39681
AT4G14770,S_5sp_contig39691_RC
AT4G33520,S_5sp_contig39692_RC
AT2G40400,S_5sp_contig39702_RC
AT5G44740,S_5sp_contig12309_RC
AT1G14340,S_5sp_contig39707
AT4G24610,S_5sp_contig39723
AT5G17380,S_5sp_contig39808_RC
AT5G60550,S_5sp_contig39814
AT4G27940,S_5sp_contig39818_RC
AT5G14100,S_5sp_contig39840_RC
AT1G16470,S_5sp_contig12454
AT5G05080,S_5sp_contig39848_RC
AT3G20020,S_5sp_contig39855
AT1G08370,S_5sp_contig39856
AT2G21385,S_5sp_contig39863
AT3G61710,S_5sp_contig39914
AT1G65010,S_5sp_contig39915_RC
AT2G30105,S_5sp_contig39952
AT3G54020,S_5sp_contig39966
AT2G27950,S_5sp_contig39986
AT2G35840,S_5sp_contig39992
AT5G11490,S_5sp_contig40035
AT5G10320,S_5sp_contig40036
AT3G51850,S_5sp_contig40043
AT2G35710,S_5sp_contig40044
AT3G50860,S_5sp_contig40053_RC
AT5G60010,S_5sp_contig40057
AT4G08320,S_5sp_contig40069
AT4G33490,S_5sp_contig40087_RC
AT5G10710,S_5sp_contig40109
AT5G16210,S_5sp_contig40128_RC
AT1G80570,S_5sp_contig40144
AT4G04320,S_5sp_contig40146
AT5G18940,S_5sp_contig40154
AT5G15090,S_5sp_contig40163
AT4G35760,S_5sp_contig40230
AT2G41500,S_5sp_contig40239
AT4G29540,S_5sp_contig40262_RC
AT2G39300,S_5sp_contig40271_RC
AT5G08560,S_5sp_contig12790
AT5G63280,S_5sp_contig40277
AT3G02830,S_5sp_contig40310
AT5G59300,S_5sp_contig40314
AT5G17440,S_5sp_contig40323
AT5G03730,S_5sp_contig40331
AT5G02810,S_5sp_contig40333_RC
AT2G21960,S_5sp_contig40360_RC
AT3G52990,S_5sp_contig12892
AT5G46110,S_5sp_contig12902
AT2G30920,S_5sp_contig40390
AT2G20120,S_5sp_contig40400
AT3G29290,S_5sp_contig40410_RC
AT5G64290,S_5sp_contig40413
AT5G46110,S_5sp_contig12908
AT3G01480,S_5sp_contig40422
AT5G53800,S_5sp_contig40424
AT4G38360,S_5sp_contig40433
AT2G35610,S_5sp_contig40438_RC
AT5G58003,S_5sp_contig40508
AT5G11850,S_5sp_contig40510
AT5G53120,S_5sp_contig13013
AT4G13730,S_5sp_contig40534
AT4G29990,S_5sp_contig40549
AT1G76550,S_5sp_contig13043
AT1G62710,S_5sp_contig40579
AT2G04530,S_5sp_contig40585
AT5G56240,S_5sp_contig40590_RC
AT4G21190,S_5sp_contig40592
AT1G49040,S_5sp_contig40606
NA,S_5sp_contig40609_RC
AT5G02810,S_5sp_contig40610
AT1G63830,S_5sp_contig40616
AT1G17980,S_5sp_contig40622_RC
AT5G20520,S_5sp_contig13101
AT3G09150,S_5sp_contig40628_RC
AT4G01560,S_5sp_contig40637
AT2G39805,S_5sp_contig40645
AT5G07740,S_5sp_contig40647_RC
AT3G53700,S_5sp_contig40662_RC
AT2G42750,S_5sp_contig40674_RC
AT4G38360,S_5sp_contig40678
AT4G32660,S_5sp_contig40684_RC
AT2G19830,S_5sp_contig40693
AT1G73390,S_5sp_contig40702
AT4G38180,S_5sp_contig13123
AT2G03667,S_5sp_contig40706
AT5G50340,S_5sp_contig40731_RC
AT3G63250,S_5sp_contig13133_RC
AT3G59380,S_5sp_contig40752_RC
AT1G53280,S_5sp_contig40766
AT4G38710,S_5sp_contig13180
AT5G42760,S_5sp_contig40775
AT3G52050,S_5sp_contig40779_RC
AT2G19130,S_5sp_contig40798_RC
AT1G02610,S_5sp_contig40823
AT5G17710,S_5sp_contig40824
AT5G21090,S_5sp_contig13269
AT1G36310,S_5sp_contig40849
AT3G20800,S_5sp_contig13277
AT4G28820,S_5sp_contig40873_RC
AT5G15700,S_5sp_contig13329
AT1G20575,S_5sp_contig40903
AT3G47120,S_5sp_contig40905
AT3G16360,S_5sp_contig40911
AT5G18750,S_5sp_contig40927
AT5G14610,S_5sp_contig40932
AT5G18440,S_5sp_contig40937_RC
AT1G77140,S_5sp_contig13584
AT5G34940,S_5sp_contig40964_RC
AT2G38650,S_5sp_contig40969_RC
AT4G21534,S_5sp_contig40976_RC
AT5G01660,S_5sp_contig40980
AT1G73440,S_5sp_contig40981
ATCG00020,S_5sp_contig40982_RC
AT2G22400,S_5sp_contig40993_RC
AT1G77140,S_5sp_contig13589
AT2G20000,S_5sp_contig41023
AT1G09330,S_5sp_contig41027
AT3G20870,S_5sp_contig41034
AT5G09300,S_5sp_contig41037
AT5G18900,S_5sp_contig41049
AT1G44446,S_5sp_contig13684
AT5G16710,S_5sp_contig41061
AT4G10130,S_5sp_contig41069
AT3G10915,S_5sp_contig41073
AT2G01480,S_5sp_contig41080
AT5G66520,S_5sp_contig41091
AT2G25320,S_5sp_contig41098
AT3G61610,S_5sp_contig41105
AT1G20270,S_5sp_contig41108
AT5G47390,S_5sp_contig41124
AT3G17090,S_5sp_contig41140
AT1G27680,S_5sp_contig41153
AT1G31850,S_5sp_contig41157
AT5G50230,S_5sp_contig41161
AT3G62160,S_5sp_contig41163
AT5G17620,S_5sp_contig41184_RC
AT2G42120,S_5sp_contig41202
AT5G67540,S_5sp_contig41204
AT1G35780,S_5sp_contig41224
AT5G56900,S_5sp_contig41228
AT1G24090,S_5sp_contig41230
AT5G04490,S_5sp_contig41231
AT4G11270,S_5sp_contig41232
AT5G02050,S_5sp_contig41239
ATMG00860,S_5sp_contig13886
AT5G08120,S_5sp_contig41274_RC
AT5G40530,S_5sp_contig41285
AT3G01740,S_5sp_contig41288
AT3G57430,S_5sp_contig41310
AT5G48470,S_5sp_contig41326
AT2G28060,S_5sp_contig41332_RC
AT1G23110,S_5sp_contig41333
AT3G50860,S_5sp_contig41355_RC
AT4G18240,S_5sp_contig41360
AT2G33620,S_5sp_contig41371_RC
AT1G50910,S_5sp_contig41376_RC
AT5G12430,S_5sp_contig41383
AT3G15520,S_5sp_contig41407
AT2G35100,S_5sp_contig41410
AT1G19260,S_5sp_contig41426_RC
AT5G01340,S_5sp_contig41427
AT4G03030,S_5sp_contig41439
AT4G28360,S_5sp_contig41462
AT5G18070,S_5sp_contig41466
AT5G48810,S_5sp_contig41467_RC
AT5G03770,S_5sp_contig41471
AT4G18740,S_5sp_contig41473
AT5G14760,S_5sp_contig41474
AT4G10650,S_5sp_contig41508
AT5G05610,S_5sp_contig41518
AT3G27110,S_5sp_contig41531
AT3G56740,S_5sp_contig41534
AT4G05410,S_5sp_contig14020
AT4G24380,S_5sp_contig41551
AT1G78590,S_5sp_contig41560
AT3G01510,S_5sp_contig41579
AT4G38180,S_5sp_contig41584_RC
AT2G24490,S_5sp_contig41594
AT3G61200,S_5sp_contig14030_RC
AT5G51180,S_5sp_contig41607
AT5G58760,S_5sp_contig41617_RC
AT3G63030,S_5sp_contig41652
AT2G34630,S_5sp_contig41661
AT2G44850,S_5sp_contig41668
AT5G15070,S_5sp_contig41678_RC
AT1G05840,S_5sp_contig41680_RC
AT4G22910,S_5sp_contig41696
AT4G32330,S_5sp_contig41697
AT4G08330,S_5sp_contig41699
AT3G52060,S_5sp_contig41704
AT2G39080,S_5sp_contig41706
AT1G34320,S_5sp_contig41710
AT2G25840,S_5sp_contig41724
AT2G37250,S_5sp_contig41728
AT2G10940,S_5sp_contig02519
AT1G30440,S_5sp_contig41748
AT1G79200,S_5sp_contig41755
AT4G08580,S_5sp_contig41757
AT4G35980,S_5sp_contig41758
AT4G37040,S_5sp_contig41763
AT5G24760,S_5sp_contig41784
AT1G29150,S_5sp_contig41793
AT4G32551,S_5sp_contig14149
AT3G53490,S_5sp_contig41799
AT5G60970,S_5sp_contig41805
AT1G17840,S_5sp_contig41811
AT5G05130,S_5sp_contig41831
AT1G10150,S_5sp_contig41844_RC
AT4G02010,S_5sp_contig41849
AT1G76730,S_5sp_contig41860
AT1G80950,S_5sp_contig41864
AT2G01050,S_5sp_contig41868_RC
AT1G30480,S_5sp_contig41882
AT1G50450,S_5sp_contig41896_RC
AT3G05000,S_5sp_contig41905
AT2G25950,S_5sp_contig41916_RC
AT1G50660,S_5sp_contig41934
AT2G30170,S_5sp_contig41954_RC
NA,S_5sp_contig41960
AT4G02510,S_5sp_contig41968
AT2G31680,S_5sp_contig41974
AT1G09160,S_5sp_contig41984_RC
AT2G44090,S_5sp_contig41985
AT3G22190,S_5sp_contig41999
AT4G38100,S_5sp_contig42008
AT1G06510,S_5sp_contig42011_RC
AT4G08500,S_5sp_contig42023
AT2G15730,S_5sp_contig42029
AT2G14045,S_5sp_contig42032
AT3G60190,S_5sp_contig14229
AT2G01460,S_5sp_contig42043_RC
AT2G46420,S_5sp_contig42059
AT4G03560,S_5sp_contig42076_RC
AT2G03690,S_5sp_contig14249
AT5G18590,S_5sp_contig42082_RC
NA,S_5sp_contig42107_RC
AT4G11060,S_5sp_contig42117
AT1G14710,S_5sp_contig42126
AT1G55160,S_5sp_contig42142
NA,S_5sp_contig02841_RC
AT3G05410,S_5sp_contig42163
AT5G62720,S_5sp_contig42166
AT3G57590,S_5sp_contig42184
AT2G01220,S_5sp_contig42203
AT4G03110,S_5sp_contig42221
AT4G00550,S_5sp_contig42223
AT4G15010,S_5sp_contig42248
AT1G05000,S_5sp_contig42259
AT3G12670,S_5sp_contig42271
AT3G09010,S_5sp_contig14280_RC
NA,S_5sp_contig42294
AT2G37690,S_5sp_contig42299
AT5G51700,S_5sp_contig42311
AT5G13550,S_5sp_contig42316
AT3G23710,S_5sp_contig42328
AT4G20280,S_5sp_contig42338
AT4G24810,S_5sp_contig42342
AT5G46160,S_5sp_contig42343
AT1G77620,S_5sp_contig42344
AT5G65540,S_5sp_contig14298
AT2G20180,S_5sp_contig42374
AT5G38380,S_5sp_contig42424
AT4G15080,S_5sp_contig42429_RC
AT4G15475,S_5sp_contig42432
AT2G02500,S_5sp_contig42439_RC
AT1G32230,S_5sp_contig42443_RC
AT1G02840,S_5sp_contig14337
AT3G16500,S_5sp_contig42448
AT5G06690,S_5sp_contig42468
AT5G25360,S_5sp_contig42469
AT1G15390,S_5sp_contig42471_RC
AT4G36910,S_5sp_contig42477
AT5G28050,S_5sp_contig14390
AT1G02380,S_5sp_contig42522_RC
AT1G35620,S_5sp_contig42530
AT5G40440,S_5sp_contig42531_RC
AT3G05250,S_5sp_contig42547
AT4G26965,S_5sp_contig42562
AT2G35500,S_5sp_contig42570
AT5G19850,S_5sp_contig42571
AT1G06820,S_5sp_contig42575_RC
AT4G35250,S_5sp_contig42585
AT5G57410,S_5sp_contig42591_RC
AT3G44160,S_5sp_contig42618
AT5G01980,S_5sp_contig42632_RC
AT5G16730,S_5sp_contig42641
AT3G55330,S_5sp_contig42656_RC
AT3G24800,S_5sp_contig42665
AT1G33110,S_5sp_contig42673_RC
AT1G80930,S_5sp_contig14655
AT2G26340,S_5sp_contig42697
AT4G39170,S_5sp_contig42701
AT1G15150,S_5sp_contig42703
AT3G25570,S_5sp_contig42713
AT1G50140,S_5sp_contig14668
AT3G06960,S_5sp_contig42758
AT5G39850,S_5sp_contig42767
AT1G52510,S_5sp_contig42769
NA,S_5sp_contig42774
AT5G15070,S_5sp_contig42778_RC
