"probe","AGI","symbol","log2ratio","eBayes.p.value","annot"
"258495_at","AT3G02690","",-1.97144693455107,6.27244653707484e-05,"integral membrane family protein; similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAM92827.1); contains InterPro domain ssDNA-binding transcriptional regulator; (InterPro:IPR009044); contains InterPro domain Protein of unknown function DUF6, transmembrane; (InterPro:IPR000620)"
"258498_at","AT3G02480","",5.3884308686807,2.45560525285584e-07,"ABA-responsive protein-related; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G38760.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96872.1); contains InterPro domain Late embryogenesis abundant protein; (InterPro:IPR004238)"
"258588_s_at","AT3G04120","GAPC, GAPC-1, GAPC1",1.30258950862865,0.000131300788244434,"encodes cytosolic GADPH (C subunit) involved in the glycolytic pathway but also interacts with H2O2 potentially placing it in a signalling cascade induced by ROS., encodes cytosolic GADPH (C subunit) involved in the glycolytic pathway but also interacts with H2O2 potentially placing it in a signalling cascade induced by ROS., encodes cytosolic GADPH (C subunit) involved in the glycolytic pathway but also interacts with H2O2 potentially placing it in a signalling cascade induced by ROS."
"258607_at","AT3G02730","ATF1, TRXF1",-1.42149760633199,7.58254265954426e-05,"ATF1/TRXF1 (THIOREDOXIN F-TYPE 1); thiol-disulfide exchange intermediate; Identical to Thioredoxin F-type 1, chloroplast precursor (TRX-F1) [Arabidopsis Thaliana] (GB:Q9XFH8;GB:Q9M8R5); similar to ATF2/TRXF2 (THIOREDOXIN F2), thiol-disulfide exchange intermediate [Arabidopsis thaliana] (TAIR:AT5G16400.1); similar to Thioredoxin F-type, chloroplast precursor (TRX-F) (GB:O48897); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Thioredoxin-related; (InterPro:IPR006662); contains InterPro domain Thioredoxin domain 2; (InterPro:IPR006663); contains InterPro domain Thioredoxin domain; (InterPro:IPR013766); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335), ATF1/TRXF1 (THIOREDOXIN F-TYPE 1); thiol-disulfide exchange intermediate; Identical to Thioredoxin F-type 1, chloroplast precursor (TRX-F1) [Arabidopsis Thaliana] (GB:Q9XFH8;GB:Q9M8R5); similar to ATF2/TRXF2 (THIOREDOXIN F2), thiol-disulfide exchange intermediate [Arabidopsis thaliana] (TAIR:AT5G16400.1); similar to Thioredoxin F-type, chloroplast precursor (TRX-F) (GB:O48897); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Thioredoxin-related; (InterPro:IPR006662); contains InterPro domain Thioredoxin domain 2; (InterPro:IPR006663); contains InterPro domain Thioredoxin domain; (InterPro:IPR013766); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335)"
"258675_at","AT3G08770","LTP6",2.37047754453258,1.53857066755039e-05,"lipid transfer protein 6"
"258764_at","AT3G10720","",-1.59660993385774,0.000327101362032928,"pectinesterase, putative; similar to pectinesterase, putative [Arabidopsis thaliana] (TAIR:AT5G04970.1); similar to papillar cell-specific pectin methylesterase-like protein [Brassica napus] (GB:AAK84428.1); similar to Os01g0311800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042865.1); similar to putative pectinesterase [Oryza sativa (japonica cultivar-group)] (GB:AAT38097.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070), pectinesterase, putative; similar to pectinesterase, putative [Arabidopsis thaliana] (TAIR:AT5G04970.1); similar to pectin methylesterase isoform alpha [Vigna radiata] (GB:AAF35897.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Pectinesterase; (InterPro:IPR000070)"
"258791_at","AT3G04720","HEL, PR-4, PR4",2.17108247686213,2.70985257496477e-05,"Encodes a protein similar to the antifungal chitin-binding protein hevein from rubber tree latex. mRNA levels increase in response to ethylene and turnip crinkle virus infection., Encodes a protein similar to the antifungal chitin-binding protein hevein from rubber tree latex. mRNA levels increase in response to ethylene and turnip crinkle virus infection., Encodes a protein similar to the antifungal chitin-binding protein hevein from rubber tree latex. mRNA levels increase in response to ethylene and turnip crinkle virus infection."
"258809_at","AT3G04070","anac047",2.27908564435384,0.000156429290233636,"ANAC047 (Arabidopsis NAC domain containing protein 47); transcription factor; similar to NAM (Arabidopsis NAC domain containing protein 18), transcription factor [Arabidopsis thaliana] (TAIR:AT1G52880.1); similar to NAC domain protein [Cymbidium hybrid cultivar] (GB:BAF36563.1); contains InterPro domain No apical meristem (NAM) protein; (InterPro:IPR003441)"
"258815_at","AT3G04000","",3.79514325202256,1.94367253619907e-06,"short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT3G03980.1); similar to short chain dehydrogenase [Solanum tuberosum] (GB:BAE46415.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"258845_at","AT3G03150","",-1.64305104623399,2.08801067173953e-05,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G17165.1); similar to seed specific protein Bn15D1B [Brassica napus] (GB:AAP37967.1)"
"258880_at","AT3G06420","ATG8H",1.30339833884296,0.00222226196206429,"ATG8H (AUTOPHAGY 8H); microtubule binding; similar to APG8H (autophagy 8H), microtubule binding [Arabidopsis thaliana] (TAIR:AT3G15580.1); similar to Light chain 3 (LC3) [Medicago truncatula] (GB:ABE82404.1); contains InterPro domain Light chain 3 (LC3); (InterPro:IPR004241)"
"258897_at","AT3G05730","",-1.77418532530759,0.000818823021050867,"Encodes a defensin-like (DEFL) family protein."
"258920_at","AT3G10520","AHB2, ARATH, GLB2, NSHB2",-1.36434912845269,0.00269138342402531,"class 2 non-symbiotic hemoglobin, class 2 non-symbiotic hemoglobin, class 2 non-symbiotic hemoglobin, class 2 non-symbiotic hemoglobin"
"258921_at","AT3G10500","anac053",1.20156699937009,0.000494239782772291,"ANAC053 (Arabidopsis NAC domain containing protein 53); transcription factor; similar to NAC2 (Arabidopsis NAC domain containing protein 78), transcription factor [Arabidopsis thaliana] (TAIR:AT5G04410.1); similar to nam-like protein 9 [Petunia x hybrida] (GB:AAM34772.1); contains InterPro domain No apical meristem (NAM) protein; (InterPro:IPR003441)"
"258929_at","AT3G10060","",-2.06758273026279,3.23401932509901e-05,"immunophilin, putative / FKBP-type peptidyl-prolyl cis-trans isomerase, putative; similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana] (TAIR:AT1G20810.1); similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase-like [Oryza sativa (japonica cultivar-group)] (GB:BAC83911.1); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179)"
"258956_at","AT3G01440","",-2.35106842513750,3.61676432942141e-06,"oxygen evolving enhancer 3 (PsbQ) family protein; similar to PSBQ/PSBQ-1/PSBQA, calcium ion binding [Arabidopsis thaliana] (TAIR:AT4G21280.2); similar to Os07g0105600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058698.1); similar to photosystem II oxygen-evolving complex protein 3 [Lycopersicon esculentum] (GB:AAU03361.1); contains InterPro domain Photosystem II oxygen evolving complex protein PsbQ; (InterPro:IPR008797)"
"258989_at","AT3G08920","",-2.16261808058642,6.48520506464704e-06,"rhodanese-like domain-containing protein; similar to rhodanese-like domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G42220.1); similar to Os09g0279400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062759.1); similar to Os03g0289400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049793.1); similar to Os02g0596000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047318.1); contains InterPro domain Rhodanese-like; (InterPro:IPR001763)"
"258993_at","AT3G08940","LHCB4.2",-2.34790246550549,3.91111674790772e-06,"Lhcb4.2 protein (Lhcb4.2, protein involved in the light harvesting complex of photosystem II"
"259017_at","AT3G07310","",-1.61285079707250,0.000129656217235693,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G48590.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABA93505.2); contains InterPro domain Protein of unknown function DUF760; (InterPro:IPR008479)"
"259040_at","AT3G09270","ATGSTU8",1.58783365258935,0.00379617386265952,"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."
"259098_at","AT3G04790","",-1.02165748349978,0.000228569554585932,"ribose 5-phosphate isomerase-related; similar to ribose-5-phosphate isomerase [Arabidopsis thaliana] (TAIR:AT2G01290.1); similar to putative ribose-5-phosphate isomerase [Oryza sativa (japonica cultivar-group)] (GB:BAC83440.1); similar to Os07g0176900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059023.1); contains InterPro domain Ribose 5-phosphate isomerase; (InterPro:IPR004788)"
"259161_at","AT3G01500","ATBCA1, CA1, SABP3, ATBCA1, CA1, SABP3",-2.17492477478720,2.73615209069027e-06,"CA1 (CARBONIC ANHYDRASE 1); carbonate dehydratase/ zinc ion binding; Identical to Carbonic anhydrase, chloroplast precursor (EC 4.2.1.1) (Carbonate dehydratase) (CA1) [Arabidopsis Thaliana] (GB:P27140;GB:Q8RWW2;GB:Q93VR8); similar to CA2 (BETA CARBONIC ANHYDRASE 2), carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G14740.2); similar to chloroplast carbonic anhydrase precursor [Thlaspi caerulescens] (GB:AAS65454.1); contains InterPro domain Carbonic anhydrase, prokaryotic and plant; (InterPro:IPR001765), CA1 (CARBONIC ANHYDRASE 1); carbonate dehydratase/ zinc ion binding; Identical to Carbonic anhydrase, chloroplast precursor (EC 4.2.1.1) (Carbonate dehydratase) (CA1) [Arabidopsis Thaliana] (GB:P27140;GB:Q8RWW2;GB:Q93VR8); similar to CA2 (BETA CARBONIC ANHYDRASE 2), carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G14740.2); similar to chloroplast carbonic anhydrase precursor [Thlaspi caerulescens] (GB:AAS65454.1); contains InterPro domain Carbonic anhydrase, prokaryotic and plant; (InterPro:IPR001765), CA1 (CARBONIC ANHYDRASE 1); carbonate dehydratase/ zinc ion binding; Identical to Carbonic anhydrase, chloroplast precursor (EC 4.2.1.1) (Carbonate dehydratase) (CA1) [Arabidopsis Thaliana] (GB:P27140;GB:Q8RWW2;GB:Q93VR8); similar to CA2 (BETA CARBONIC ANHYDRASE 2), carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G14740.2); similar to chloroplast carbonic anhydrase precursor [Thlaspi caerulescens] (GB:AAS65454.1); contains InterPro domain Carbonic anhydrase, prokaryotic and plant; (InterPro:IPR001765)"
"259181_at","AT3G01690","",-1.32996621323133,0.000277383739714093,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G14390.1); similar to Esterase/lipase/thioesterase [Medicago truncatula] (GB:ABD32255.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073)"
"259193_at","AT3G01480","CYP38",-1.73843089863823,1.74014631529598e-05,"peptidyl-prolyl cis-trans isomerase, putative / cyclophilin, putative / rotamase, putative; similar to peptidyl-prolyl cis-trans isomerase TLP38, chloroplast / thylakoid lumen PPIase of 38 kDa / cyclophilin / rotamase [Arabidopsis thaliana] (TAIR:AT3G15520.1); similar to Peptidyl-prolyl cis-trans isomerase, chloroplast precursor (40 kDa thylakoid lumen PPIase) (40 kDa thylakoid lumen rotamase) (GB:O49939); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)"
"259228_at","AT3G07720","",2.19439375887941,4.15397841629257e-05,"kelch repeat-containing protein; similar to kelch repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G48180.1); similar to putative D-protein [Oryza sativa (japonica cultivar-group)] (GB:BAD19903.1); similar to Os09g0249000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062670.1); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)"
"259272_at","AT3G01290","",1.11301917762444,0.00148200201366672,"band 7 family protein; similar to band 7 family protein [Arabidopsis thaliana] (TAIR:AT5G62740.1); similar to hypersensitive-induced reaction protein [Capsicum annuum] (GB:AAS98165.1); similar to Os10g0464000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064791.1); contains InterPro domain Stomatin; (InterPro:IPR001972); contains InterPro domain Band 7 protein; (InterPro:IPR001107)"
"259276_at","AT3G01190","",1.69198110827248,0.000291945294465901,"peroxidase 27 (PER27) (P27) (PRXR7); Identical to Peroxidase 27 precursor (EC 1.11.1.7) (Atperox P27) (PRXR7) (ATP12a) (PER27) [Arabidopsis Thaliana] (GB:Q43735); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT5G15180.1); similar to peroxidase [Spinacia oleracea] (GB:CAA76374.2); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"259296_at","AT3G05350","",-1.05853832953546,0.000952597993754898,"aminopeptidase; similar to ATAPP1 (aminopeptidase P1) [Arabidopsis thaliana] (TAIR:AT4G36760.1); similar to Os07g0205700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059149.1); similar to Peptidase M24; Peptidase aspartic, active site [Medicago truncatula] (GB:ABE90680.1); contains InterPro domain Peptidase M24; (InterPro:IPR000994)"
"259364_at","AT1G13260","RAV1",-1.20413416345274,0.000251500172238595,"Encodes an AP2/B3 domain transcription factor which is upregulated in response to low temperature. It contains a B3 DNA binding domain. It has circadian regulation and may function as a negative growth regulator."
"259375_at","AT3G16370","",-2.30017786548671,1.42188224771508e-05,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase, putative [Arabidopsis thaliana] (TAIR:AT5G22810.1); similar to Lipolytic enzyme, G-D-S-L [Medicago truncatula] (GB:ABE90349.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"
"259403_at","AT1G17745","PGDH",1.99807266411480,2.38875784089992e-05,"encodes a 3-Phosphoglycerate dehydrogenase"
"259426_at","AT1G01470","LEA14, LSR3",1.10879208216423,0.000692504187966927,"Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication., Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication."
"259443_at","AT1G02360","",1.62341092626078,0.00402210484999440,"chitinase, putative; similar to chitinase, putative [Arabidopsis thaliana] (TAIR:AT4G01700.1); similar to chitinase precursor [Petroselinum crispum] (GB:AAD54935.1); contains InterPro domain Glycoside hydrolase, family 19; (InterPro:IPR000726)"
"259460_at","AT1G44000","",-1.41153003627708,0.000194531906840969,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G22920.1); similar to senescence-inducible chloroplast stay-green protein 2 [Glycine max] (GB:AAW82960.1)"
"259478_at","AT1G18980","",1.16980324218098,0.0110670083806764,"germin-like protein, putative; Identical to Germin-like protein subfamily T member 2 precursor [Arabidopsis Thaliana] (GB:Q9LMC9); similar to GLP4 (GERMIN-LIKE PROTEIN 4), manganese ion binding / metal ion binding / nutrient reservoir [Arabidopsis thaliana] (TAIR:AT1G18970.1); similar to germin-like protein [Ananas comosus] (GB:AAM28275.1); contains InterPro domain Cupin 1; (InterPro:IPR006045); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113); contains InterPro domain Germin; (InterPro:IPR001929)"
"259479_at","AT1G19020","",1.86067711360837,3.59993931283078e-05,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G48180.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE82379.1)"
"259491_at","AT1G15820","CP24, LHCB6",-2.05656254074799,0.000133287225166426,"Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II., Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II."
"259502_at","AT1G15670","",3.03983594806526,9.41414307781312e-06,"kelch repeat-containing F-box family protein; similar to kelch repeat-containing F-box family protein [Arabidopsis thaliana] (TAIR:AT1G80440.1); similar to kelch repeat-containing F-box-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25000.1); similar to Os06g0594400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057979.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)"
"259561_at","AT1G21250","PRO25, WAK1",3.59905648144805,6.30169219516462e-05,"cell wall-associated kinase, may function as a signaling receptor of extracellular matrix component., cell wall-associated kinase, may function as a signaling receptor of extracellular matrix component."
"259603_at","AT1G56500","",-1.67840429945590,7.815586048742e-05,"haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT4G39970.1); similar to HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95582.1); similar to HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95581.1); similar to Os03g0311300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049921.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Low-density lipoprotein receptor, YWTD repeat; (InterPro:IPR000033); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Redoxin; (InterPro:IPR013740); contains InterPro domain Thioredoxin domain 2; (InterPro:IPR006663); contains InterPro domain Quinoprotein amine dehydrogenase, beta chain-like; (InterPro:IPR011044); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Thioredoxin-like; (InterPro:IPR011594); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833); contains InterPro domain NHL repeat; (InterPro:IPR001258)"
"259609_at","AT1G52410","TSA1",2.67184769230415,1.12913461135698e-05,"Contains a novel calcium-binding repeat sequence.  Binds TSK in vitro.  Localizes to small cytoplasmic vesicles in interphase cells.  In cells synchronized for cell division, TSA1 and TSK relocalize to ends of spindle microtubules that are ahead of separating chromatids during metaphase and anaphase of mitosis.  May be involved in mitosis together with TSK. Expressed preferentially in the flower and shoot apex.  Can form multimers."
"259625_at","AT1G42970","GAPB",-1.25152636313241,0.000707081434065684,"Encodes chloroplast localized glyceraldehyde-3-phosphate dehydrogenase."
"259633_at","AT1G56500","",-1.56259753630785,0.000187006423046296,"haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT4G39970.1); similar to HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95582.1); similar to HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95581.1); similar to Os03g0311300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049921.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Low-density lipoprotein receptor, YWTD repeat; (InterPro:IPR000033); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Redoxin; (InterPro:IPR013740); contains InterPro domain Thioredoxin domain 2; (InterPro:IPR006663); contains InterPro domain Quinoprotein amine dehydrogenase, beta chain-like; (InterPro:IPR011044); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Thioredoxin-like; (InterPro:IPR011594); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833); contains InterPro domain NHL repeat; (InterPro:IPR001258)"
"259640_at","AT1G52400","BGL1, BGLU18",2.62024154471785,2.5700499002746e-05,"encodes a member of glycosyl hydrolase family 1, encodes a member of glycosyl hydrolase family 1"
"259655_at","AT1G55210","",1.67490908589215,0.000190906086973463,"disease resistance response; similar to disease resistance-responsive protein-related / dirigent protein-related [Arabidopsis thaliana] (TAIR:AT5G49040.1); similar to disease resistance-responsive family protein [Arachis hypogaea] (GB:AAZ20288.1); similar to Os12g0174700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066288.1); contains InterPro domain Plant disease resistance response protein; (InterPro:IPR004265)"
"259707_at","AT1G77490","TAPX",-2.15053701623814,1.25851905285841e-05,"Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
"259727_at","AT1G60950","ATFD2, FED",-1.88582253743201,3.10523208036361e-05,"encodes a ferredoxin gene, encodes a ferredoxin gene"
"259751_at","AT1G71030","ATMYBL2, MYBL2",-3.0666118246035,0.000107080601235622,"Encodes a putative myb family transcription factor.  In contrast to most other myb-like proteins its myb domain consists of a single repeat.  A proline-rich region potentially involved in transactivation is found in the C-terminal part of the protein.   Its transcript accumulates mainly in leaves., Encodes a putative myb family transcription factor.  In contrast to most other myb-like proteins its myb domain consists of a single repeat.  A proline-rich region potentially involved in transactivation is found in the C-terminal part of the protein.   Its transcript accumulates mainly in leaves."
"259757_at","AT1G77510","ATPDI6, ATPDIL1-2, PDI6",1.7439479332614,8.12084059409343e-05,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily., Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily., Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily."
"259783_at","AT1G29510","SAUR68",-2.6544563386846,1.87514634578894e-05,"auxin-responsive protein, putative; similar to auxin-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT1G29450.1); similar to auxin-induced SAUR-like protein [Capsicum annuum] (GB:AAM12781.1); contains InterPro domain Auxin responsive SAUR protein; (InterPro:IPR003676)"
"259786_at","AT1G29660","",-2.53770622122919,8.243268735781e-06,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G29670.1); similar to GDSL-lipase 1 [Capsicum annuum] (GB:AAZ23955.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"
"259788_at","AT1G29670","",-1.95119963762861,0.000201589862362079,"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G29660.1); similar to GDSL-lipase 1 [Capsicum annuum] (GB:AAZ23955.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"
"259803_at","AT1G72150","PATL1",-1.09109367283537,0.000168340830182647,"novel cell-plate-associated protein that is related in sequence to proteins involved in membrane trafficking in other eukaryotes"
"259813_at","AT1G49860","ATGSTF14",1.43005656032575,0.0469837437143707,"Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002)."
"259838_at","AT1G52220","",-1.60309034394926,5.12898306480185e-05,"similar to TMP14 (THYLAKOID MEMBRANE PHOSPHOPROTEIN OF 14 KDA) [Arabidopsis thaliana] (TAIR:AT2G46820.2); similar to P0460E08.25 [Oryza sativa (japonica cultivar-group)] (GB:BAB61215.1); similar to Os01g0761000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044320.1)"
"259839_at","AT1G52190","",-4.88290691070405,1.59513759823345e-08,"proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G16180.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32296.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32298.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"259840_at","AT1G52230","PSAH-2, PSAH2, PSI-H",-1.46126087745941,0.000279979152752582,"photosystem I reaction center subunit VI, chloroplast, putative / PSI-H, putative (PSAH2); Identical to Photosystem I reaction center subunit VI-2, chloroplast precursor (PSI-H1) (PSAH2) [Arabidopsis Thaliana] (GB:Q9SUI6); similar to PSAH-1 (photosystem I subunit H-1) [Arabidopsis thaliana] (TAIR:AT3G16140.1); similar to Photosystem I reaction center subunit VI, chloroplast precursor (PSI-H) (Light-harvesting complex I 11 kDa protein) (GB:O04006); contains InterPro domain Photosystem I reaction centre subunit VI; (InterPro:IPR004928), photosystem I reaction center subunit VI, chloroplast, putative / PSI-H, putative (PSAH2); Identical to Photosystem I reaction center subunit VI-2, chloroplast precursor (PSI-H1) (PSAH2) [Arabidopsis Thaliana] (GB:Q9SUI6); similar to PSAH-1 (photosystem I subunit H-1) [Arabidopsis thaliana] (TAIR:AT3G16140.1); similar to Photosystem I reaction center subunit VI, chloroplast precursor (PSI-H) (Light-harvesting complex I 11 kDa protein) (GB:O04006); contains InterPro domain Photosystem I reaction centre subunit VI; (InterPro:IPR004928), photosystem I reaction center subunit VI, chloroplast, putative / PSI-H, putative (PSAH2); Identical to Photosystem I reaction center subunit VI-2, chloroplast precursor (PSI-H1) (PSAH2) [Arabidopsis Thaliana] (GB:Q9SUI6); similar to PSAH-1 (photosystem I subunit H-1) [Arabidopsis thaliana] (TAIR:AT3G16140.1); similar to Photosystem I reaction center subunit VI, chloroplast precursor (PSI-H) (Light-harvesting complex I 11 kDa protein) (GB:O04006); contains InterPro domain Photosystem I reaction centre subunit VI; (InterPro:IPR004928)"
"259841_at","AT1G52200","",1.24393121797073,0.0116494539319138,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G18470.1); similar to Uncharacterized Cys-rich domain [Medicago truncatula] (GB:ABD32291.1); contains InterPro domain Protein of unknown function Cys-rich; (InterPro:IPR006461)"
"259856_at","AT1G68440","",1.01133245610868,0.0116994292408656,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G25400.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE93249.1)"
"259875_s_at","AT1G76680, AT1G76690","OPR1, OPR2",1.55544496878327,0.000560034857775842,"Encodes a a member of an alpha/beta barrel fold family of FMN-containing oxidoreductases.  One of two closely related 12-oxophytodienoic acid reductases. Involved in jasmonic acid biosynthesis. Up-regulated by senescence and jasmonic acid. Induced by salicylic acid. Independent of NPR1 for their induction by salicylic acid., Encodes one of two closely related 12-oxophytodienoic acid reductases."
"259880_at","AT1G76730","",-1.07028005777446,0.000326896731256643,"5-formyltetrahydrofolate cyclo-ligase family protein; similar to hypothetical protein LOC509897 [Bos taurus] (GB:NP_001039507.1); similar to Os12g0168000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066251.1); contains InterPro domain 5-formyltetrahydrofolate cyclo-ligase; (InterPro:IPR002698)"
"259892_at","AT1G72610","ATGER1, GER1, GLP1",-2.29632747180661,0.000398835931050704,"germin-like protein (GLP1), germin-like protein (GLP1), germin-like protein (GLP1)"
