ATnumber,BacterialPathogen,FungalPathogen,Herbivore,Virus,Cold,Heat,Osmotic,UVB,Wound,Drought,Genotoxic,Unannotated
At4g17180,0,0,0,0,0,0,0,0,0,0,0,1
At4g17200,0,0,0,0,0,0,0,0,0,0,0,1
At4g17220,0,0,0,0,0,0,0,0,0,0,0,1
At4g17300,0,0,0,0,0,0,0,0,0,0,0,1
At4g17310,0,0,0,0,0,0,0,0,0,0,0,1
At4g17350,0,0,0,0,0,0,0,0,0,0,0,1
At4g17370,0,0,0,0,0,0,0,0,0,0,0,1
At4g17380,0,0,0,0,0,0,0,0,0,0,0,1
At4g17430,0,0,0,0,0,0,0,0,0,0,0,1
At4g17505,0,0,0,0,0,0,0,0,0,0,0,1
At4g17510,0,0,0,0,0,0,0,0,0,0,0,1
At4g17580,0,0,0,0,0,0,0,0,0,0,0,1
At4g17060,0,0,0,0,0,0,0,0,0,0,0,1
At4g17130,0,0,0,0,0,0,0,0,0,0,0,1
At4g16650,0,0,0,0,0,0,0,0,0,0,0,1
At4g16710,0,0,0,0,0,0,0,0,0,0,0,1
At4g16730,0,0,0,0,0,0,0,0,0,0,0,1
At4g16800,0,0,0,0,0,0,0,0,0,0,0,1
At4g16910,0,0,0,0,0,0,0,0,0,0,0,1
At4g16900,0,0,0,0,0,0,0,0,0,0,0,1
At4g16930,0,0,0,0,0,0,0,0,0,0,0,1
At4g16970,0,0,0,0,0,0,0,0,0,0,0,1
At4g17000,0,0,0,0,0,0,0,0,0,0,0,1
At4g17020,0,0,0,0,0,0,0,0,0,0,0,1
At4g17050,0,0,0,0,0,0,0,0,0,0,0,1
At4g16600,0,0,0,0,0,0,0,0,0,0,0,1
At4g16610,0,0,0,0,0,0,0,0,0,0,0,1
At4g15980,0,0,0,0,0,0,0,0,0,0,0,1
At4g16010,0,0,0,0,0,0,0,0,0,0,0,1
At4g16020,0,0,0,0,0,0,0,0,0,0,0,1
At4g16030,0,0,0,0,0,0,0,0,0,0,0,1
At4g16040,0,0,0,0,0,0,0,0,0,0,0,1
At4g16050,0,0,0,0,0,0,0,0,0,0,0,1
At4g16080,0,0,0,0,0,0,0,0,0,0,0,1
At4g16090,0,0,0,0,0,0,0,0,0,0,0,1
At4g16150,0,0,0,0,0,0,0,0,0,0,0,1
At4g16170,0,0,0,0,0,0,0,0,0,0,0,1
At4g16180,0,0,0,0,0,0,0,0,0,0,0,1
At4g16270,0,0,0,0,0,0,0,0,0,0,0,1
At4g16310,0,0,0,0,0,0,0,0,0,0,0,1
At4g16380,0,0,0,0,0,0,0,0,0,0,0,1
At4g16400,0,0,0,0,0,0,0,0,0,0,0,1
At4g16440,0,0,0,0,0,0,0,0,0,0,0,1
At4g16460,0,0,0,0,0,0,0,0,0,0,0,1
At4g15590,0,0,0,0,0,0,0,0,0,0,0,1
At4g15650,0,0,0,0,0,0,0,0,0,0,0,1
At4g15710,0,0,0,0,0,0,0,0,0,0,0,1
At4g15730,0,0,0,0,0,0,0,0,0,0,0,1
At4g15760,0,0,0,0,0,0,0,0,0,0,0,1
At4g15805,0,0,0,0,0,0,0,0,0,0,0,1
At4g15810,0,0,0,0,0,0,0,0,0,0,0,1
At4g15860,0,0,0,0,0,0,0,0,0,0,0,1
At4g15870,0,0,0,0,0,0,0,0,0,0,0,1
At4g15880,0,0,0,0,0,0,0,0,0,0,0,1
At4g15890,0,0,0,0,0,0,0,0,0,0,0,1
At4g15950,0,0,0,0,0,0,0,0,0,0,0,1
At4g15960,0,0,0,0,0,0,0,0,0,0,0,1
At4g15570,0,0,0,0,0,0,0,0,0,0,0,1
At4g15580,0,0,0,0,0,0,0,0,0,0,0,1
At4g15150,0,0,0,0,0,0,0,0,0,0,0,1
At4g15160,0,0,0,0,0,0,0,0,0,0,0,1
At4g15180,0,0,0,0,0,0,0,0,0,0,0,1
At4g15220,0,0,0,0,0,0,0,0,0,0,0,1
At4g15240,0,0,0,0,0,0,0,0,0,0,0,1
At4g15250,0,0,0,0,0,0,0,0,0,0,0,1
At4g15280,0,0,0,0,0,0,0,0,0,0,0,1
At4g15320,0,0,0,0,0,0,0,0,0,0,0,1
At4g15460,0,0,0,0,0,0,0,0,0,0,0,1
At4g15500,0,0,0,0,0,0,0,0,0,0,0,1
At4g15520,0,0,0,0,0,0,0,0,0,0,0,1
At4g14590,0,0,0,0,0,0,0,0,0,0,0,1
At4g14650,0,0,0,0,0,0,0,0,0,0,0,1
At4g14670,0,0,0,0,0,0,0,0,0,0,0,1
At4g14720,0,0,0,0,0,0,0,0,0,0,0,1
At4g14730,0,0,0,0,0,0,0,0,0,0,0,1
At4g14780,0,0,0,0,0,0,0,0,0,0,0,1
At4g14790,0,0,0,0,0,0,0,0,0,0,0,1
At4g14810,0,0,0,0,0,0,0,0,0,0,0,1
At4g14820,0,0,0,0,0,0,0,0,0,0,0,1
At4g14840,0,0,0,0,0,0,0,0,0,0,0,1
At4g14850,0,0,0,0,0,0,0,0,0,0,0,1
At4g15020,0,0,0,0,0,0,0,0,0,0,0,1
At4g15040,0,0,0,0,0,0,0,0,0,0,0,1
At4g15060,0,0,0,0,0,0,0,0,0,0,0,1
At4g14530,0,0,0,0,0,0,0,0,0,0,0,1
At4g14170,0,0,0,0,0,0,0,0,0,0,0,1
At4g14180,0,0,0,0,0,0,0,0,0,0,0,1
At4g14190,0,0,0,0,0,0,0,0,0,0,0,1
At4g14200,0,0,0,0,0,0,0,0,0,0,0,1
At4g14280,0,0,0,0,0,0,0,0,0,0,0,1
At4g14290,0,0,0,0,0,0,0,0,0,0,0,1
At4g14310,0,0,0,0,0,0,0,0,0,0,0,1
At4g14330,0,0,0,0,0,0,0,0,0,0,0,1
At4g14350,0,0,0,0,0,0,0,0,0,0,0,1
At4g14380,0,0,0,0,0,0,0,0,0,0,0,1
At4g14460,0,0,0,0,0,0,0,0,0,0,0,1
At4g14470,0,0,0,0,0,0,0,0,0,0,0,1
At4g14490,0,0,0,0,0,0,0,0,0,0,0,1
At4g14050,0,0,0,0,0,0,0,0,0,0,0,1
At4g14070,0,0,0,0,0,0,0,0,0,0,0,1
At4g14080,0,0,0,0,0,0,0,0,0,0,0,1
At4g14160,0,0,0,0,0,0,0,0,0,0,0,1
At1g25360,0,0,0,0,0,0,0,0,0,0,0,1
At1g25290,0,0,0,0,0,0,0,0,0,0,0,1
At1g25280,0,0,0,0,0,0,0,0,0,0,0,1
At1g25270,0,0,0,0,0,0,0,0,0,0,0,1
At1g25260,0,0,0,0,0,0,0,0,0,0,0,1
At1g25330,0,0,0,0,0,0,0,0,0,0,0,1
At1g25340,0,0,0,0,0,0,0,0,0,0,0,1
At1g24678,0,0,0,0,0,0,0,0,0,0,0,1
At1g24706,0,0,0,0,0,0,0,0,0,0,0,1
At1g24793,0,0,0,0,0,0,0,0,0,0,0,1
At4g13960,0,0,0,0,0,0,0,0,0,0,0,1
At1g56620,0,0,0,0,0,0,0,0,0,0,0,1
At1g28240,0,0,0,0,0,0,0,0,0,0,0,1
At1g28220,0,0,0,0,0,0,0,0,0,0,0,1
At1g28170,0,0,0,0,0,0,0,0,0,0,0,1
At1g28327,0,0,0,0,0,0,0,0,0,0,0,1
At1g28250,0,0,0,0,0,0,0,0,0,0,0,1
At1g28200,0,0,0,0,0,0,0,0,0,0,0,1
At1g28300,0,0,0,0,0,0,0,0,0,0,0,1
At1g56690,0,0,0,0,0,0,0,0,0,0,0,1
At1g56675,0,0,0,0,0,0,0,0,0,0,0,1
At1g56610,0,0,0,0,0,0,0,0,0,0,0,1
At1g56590,0,0,0,0,0,0,0,0,0,0,0,1
At1g56570,0,0,0,0,0,0,0,0,0,0,0,1
At1g56560,0,0,0,0,0,0,0,0,0,0,0,1
At5g08750,0,0,0,0,0,0,0,0,0,0,0,1
At5g22030,0,0,0,0,0,0,0,0,0,0,0,1
At5g22000,0,0,0,0,0,0,0,0,0,0,0,1
At5g22220,0,0,0,0,0,0,0,0,0,0,0,1
At1g28320,0,0,0,0,0,0,0,0,0,0,0,1
At5g04120,0,0,0,0,0,0,0,0,0,0,0,1
At5g04260,0,0,0,0,0,0,0,0,0,0,0,1
At5g04270,0,0,0,0,0,0,0,0,0,0,0,1
At5g04180,0,0,0,0,0,0,0,0,0,0,0,1
At5g04290,0,0,0,0,0,0,0,0,0,0,0,1
At5g04390,0,0,0,0,0,0,0,0,0,0,0,1
At5g04300,0,0,0,0,0,0,0,0,0,0,0,1
At5g04310,0,0,0,0,0,0,0,0,0,0,0,1
At5g08690,0,0,0,0,0,0,0,0,0,0,0,1
At5g08740,0,0,0,0,0,0,0,0,0,0,0,1
At5g33390,0,0,0,0,0,0,0,0,0,0,0,1
At5g04100,0,0,0,0,0,0,0,0,0,0,0,1
At5g04110,0,0,0,0,0,0,0,0,0,0,0,1
At5g04210,0,0,0,0,0,0,0,0,0,0,0,1
At1g73460,0,0,0,0,0,0,0,0,0,0,0,1
At1g73430,0,0,0,0,0,0,0,0,0,0,0,1
At1g73400,0,0,0,0,0,0,0,0,0,0,0,1
At1g73350,0,0,0,0,0,0,0,0,0,0,0,1
At1g73340,0,0,0,0,0,0,0,0,0,0,0,1
At1g73490,0,0,0,0,0,0,0,0,0,0,0,1
At1g73470,0,0,0,0,0,0,0,0,0,0,0,1
At1g73440,0,0,0,0,0,0,0,0,0,0,0,1
At1g73380,0,0,0,0,0,0,0,0,0,0,0,1
At1g44120,0,0,0,0,0,0,0,0,0,0,0,1
At1g35150,0,0,0,0,0,0,0,0,0,0,0,1
At1g35143,0,0,0,0,0,0,0,0,0,0,0,1
At1g35183,0,0,0,0,0,0,0,0,0,0,0,1
At1g35190,0,0,0,0,0,0,0,0,0,0,0,1
At1g27880,0,0,0,0,0,0,0,0,0,0,0,1
At1g27840,0,0,0,0,0,0,0,0,0,0,0,1
At1g33580,0,0,0,0,0,0,0,0,0,0,0,1
At1g30300,0,0,0,0,0,0,0,0,0,0,0,1
At1g35200,0,0,0,0,0,0,0,0,0,0,0,1
At1g32190,0,0,0,0,0,0,0,0,0,0,0,1
At1g32180,0,0,0,0,0,0,0,0,0,0,0,1
At1g32130,0,0,0,0,0,0,0,0,0,0,0,1
At1g32210,0,0,0,0,0,0,0,0,0,0,0,1
At1g32160,0,0,0,0,0,0,0,0,0,0,0,1
At1g45261,0,0,0,0,0,0,0,0,0,0,0,1
At1g45545,0,0,0,0,0,0,0,0,0,0,0,1
At1g46912,0,0,0,0,0,0,0,0,0,0,0,1
At1g46840,0,0,0,0,0,0,0,0,0,0,0,1
At1g46696,0,0,0,0,0,0,0,0,0,0,0,1
At1g46336,0,0,0,0,0,0,0,0,0,0,0,1
At1g58440,0,0,0,0,0,0,0,0,0,0,0,1
At1g37826,0,0,0,0,0,0,0,0,0,0,0,1
At1g37900,0,0,0,0,0,0,0,0,0,0,0,1
At1g49920,0,0,0,0,0,0,0,0,0,0,0,1
At1g26090,0,0,0,0,0,0,0,0,0,0,0,1
At1g26160,0,0,0,0,0,0,0,0,0,0,0,1
At1g57906,0,0,0,0,0,0,0,0,0,0,0,1
At1g57943,0,0,0,0,0,0,0,0,0,0,0,1
At1g57870,0,0,0,0,0,0,0,0,0,0,0,1
At1g57850,0,0,0,0,0,0,0,0,0,0,0,1
At1g57830,0,0,0,0,0,0,0,0,0,0,0,1
At1g57790,0,0,0,0,0,0,0,0,0,0,0,1
At1g48850,0,0,0,0,0,0,0,0,0,0,0,1
At1g42220,0,0,0,0,0,0,0,0,0,0,0,1
At1g42200,0,0,0,0,0,0,0,0,0,0,0,1
At1g42190,0,0,0,0,0,0,0,0,0,0,0,1
At1g42250,0,0,0,0,0,0,0,0,0,0,0,1
At1g58450,0,0,0,0,0,0,0,0,0,0,0,1
At1g58390,0,0,0,0,0,0,0,0,0,0,0,1
At1g58380,0,0,0,0,0,0,0,0,0,0,0,1
At1g58430,0,0,0,0,0,0,0,0,0,0,0,1
At1g26180,0,0,0,0,0,0,0,0,0,0,0,1
At1g26130,0,0,0,0,0,0,0,0,0,0,0,1
At5g11050,0,0,0,0,0,0,0,0,0,0,0,1
At5g13480,0,0,0,0,0,0,0,0,0,0,0,1
At5g13530,0,0,0,0,0,0,0,0,0,0,0,1
At5g13500,0,0,0,0,0,0,0,0,0,0,0,1
At5g13550,0,0,0,0,0,0,0,0,0,0,0,1
At5g28240,0,0,0,0,0,0,0,0,0,0,0,1
At5g28270,0,0,0,0,0,0,0,0,0,0,0,1
At5g28280,0,0,0,0,0,0,0,0,0,0,0,1
At5g28310,0,0,0,0,0,0,0,0,0,0,0,1
At5g01010,0,0,0,0,0,0,0,0,0,0,0,1
At1g58050,0,0,0,0,0,0,0,0,0,0,0,1
At1g58070,0,0,0,0,0,0,0,0,0,0,0,1
At1g58025,0,0,0,0,0,0,0,0,0,0,0,1
At1g26330,0,0,0,0,0,0,0,0,0,0,0,1
At1g26300,0,0,0,0,0,0,0,0,0,0,0,1
At1g26290,0,0,0,0,0,0,0,0,0,0,0,1
At1g26280,0,0,0,0,0,0,0,0,0,0,0,1
At1g26190,0,0,0,0,0,0,0,0,0,0,0,1
At5g09430,0,0,0,0,0,0,0,0,0,0,0,1
At5g09470,0,0,0,0,0,0,0,0,0,0,0,1
At5g09500,0,0,0,0,0,0,0,0,0,0,0,1
At5g09510,0,0,0,0,0,0,0,0,0,0,0,1
At5g09390,0,0,0,0,0,0,0,0,0,0,0,1
At5g09450,0,0,0,0,0,0,0,0,0,0,0,1
At5g09490,0,0,0,0,0,0,0,0,0,0,0,1
At5g09370,0,0,0,0,0,0,0,0,0,0,0,1
At5g09310,0,0,0,0,0,0,0,0,0,0,0,1
At5g09400,0,0,0,0,0,0,0,0,0,0,0,1
At5g11040,0,0,0,0,0,0,0,0,0,0,0,1
At5g11080,0,0,0,0,0,0,0,0,0,0,0,1
At5g09340,0,0,0,0,0,0,0,0,0,0,0,1
At5g09360,0,0,0,0,0,0,0,0,0,0,0,1
At5g09380,0,0,0,0,0,0,0,0,0,0,0,1
At5g09410,0,0,0,0,0,0,0,0,0,0,0,1
At5g19690,0,0,0,0,0,0,0,0,0,0,0,1
At5g19860,0,0,0,0,0,0,0,0,0,0,0,1
At5g28720,0,0,0,0,0,0,0,0,0,0,0,1
At5g28760,0,0,0,0,0,0,0,0,0,0,0,1
At5g28780,0,0,0,0,0,0,0,0,0,0,0,1
At5g28790,0,0,0,0,0,0,0,0,0,0,0,1
At5g28800,0,0,0,0,0,0,0,0,0,0,0,1
At5g28810,0,0,0,0,0,0,0,0,0,0,0,1
At5g28820,0,0,0,0,0,0,0,0,0,0,0,1
At5g24740,0,0,0,0,0,0,0,0,0,0,0,1
At5g24750,0,0,0,0,0,0,0,0,0,0,0,1
At5g09280,0,0,0,0,0,0,0,0,0,0,0,1
At5g09320,0,0,0,0,0,0,0,0,0,0,0,1
At5g19680,0,0,0,0,0,0,0,0,0,0,0,1
At5g19760,0,0,0,0,0,0,0,0,0,0,0,1
At5g19630,0,0,0,0,0,0,0,0,0,0,0,1
At5g19820,0,0,0,0,0,0,0,0,0,0,0,1
At5g19560,0,0,0,0,0,0,0,0,0,0,0,1
At5g19540,0,0,0,0,0,0,0,0,0,0,0,1
At5g19510,0,0,0,0,0,0,0,0,0,0,0,1
At5g19570,0,0,0,0,0,0,0,0,0,0,0,1
At5g19610,0,0,0,0,0,0,0,0,0,0,0,1
At5g19640,0,0,0,0,0,0,0,0,0,0,0,1
At5g19660,0,0,0,0,0,0,0,0,0,0,0,1
At5g19670,0,0,0,0,0,0,0,0,0,0,0,1
At5g19700,0,0,0,0,0,0,0,0,0,0,0,1
At5g19710,0,0,0,0,0,0,0,0,0,0,0,1
At5g19720,0,0,0,0,0,0,0,0,0,0,0,1
At5g19810,0,0,0,0,0,0,0,0,0,0,0,1
At5g19830,0,0,0,0,0,0,0,0,0,0,0,1
At5g32490,0,0,0,0,0,0,0,0,0,0,0,1
At5g32510,0,0,0,0,0,0,0,0,0,0,0,1
At5g13070,0,0,0,0,0,0,0,0,0,0,0,1
At5g13050,0,0,0,0,0,0,0,0,0,0,0,1
At5g13160,0,0,0,0,0,0,0,0,0,0,0,1
At5g20610,0,0,0,0,0,0,0,0,0,0,0,1
At5g20660,0,0,0,0,0,0,0,0,0,0,0,1
At5g20760,0,0,0,0,0,0,0,0,0,0,0,1
At5g20770,0,0,0,0,0,0,0,0,0,0,0,1
At5g20800,0,0,0,0,0,0,0,0,0,0,0,1
At5g20810,0,0,0,0,0,0,0,0,0,0,0,1
At5g08415,0,0,0,0,0,0,0,0,0,0,0,1
At5g08290,0,0,0,0,0,0,0,0,0,0,0,1
At5g10660,0,0,0,0,0,0,0,0,0,0,0,1
At5g10680,0,0,0,0,0,0,0,0,0,0,0,1
At5g10720,0,0,0,0,0,0,0,0,0,0,0,1
At5g21110,0,0,0,0,0,0,0,0,0,0,0,1
At5g21120,0,0,0,0,0,0,0,0,0,0,0,1
At5g21130,0,0,0,0,0,0,0,0,0,0,0,1
At5g21150,0,0,0,0,0,0,0,0,0,0,0,1
At5g21090,0,0,0,0,0,0,0,0,0,0,0,1
At5g21105,0,0,0,0,0,0,0,0,0,0,0,1
At5g21160,0,0,0,0,0,0,0,0,0,0,0,1
At5g32480,0,0,0,0,0,0,0,0,0,0,0,1
At5g19420,0,0,0,0,0,0,0,0,0,0,0,1
At5g19370,0,0,0,0,0,0,0,0,0,0,0,1
At5g19450,0,0,0,0,0,0,0,0,0,0,0,1
At5g19430,0,0,0,0,0,0,0,0,0,0,0,1
At5g28860,0,0,0,0,0,0,0,0,0,0,0,1
At5g28870,0,0,0,0,0,0,0,0,0,0,0,1
At5g28880,0,0,0,0,0,0,0,0,0,0,0,1
At5g28890,0,0,0,0,0,0,0,0,0,0,0,1
At5g28900,0,0,0,0,0,0,0,0,0,0,0,1
At5g28840,0,0,0,0,0,0,0,0,0,0,0,1
At5g08340,0,0,0,0,0,0,0,0,0,0,0,1
At5g08360,0,0,0,0,0,0,0,0,0,0,0,1
At5g08390,0,0,0,0,0,0,0,0,0,0,0,1
At5g08400,0,0,0,0,0,0,0,0,0,0,0,1
At5g08450,0,0,0,0,0,0,0,0,0,0,0,1
At5g08420,0,0,0,0,0,0,0,0,0,0,0,1
At5g19320,0,0,0,0,0,0,0,0,0,0,0,1
At5g19330,0,0,0,0,0,0,0,0,0,0,0,1
At5g19350,0,0,0,0,0,0,0,0,0,0,0,1
At5g19360,0,0,0,0,0,0,0,0,0,0,0,1
At5g19400,0,0,0,0,0,0,0,0,0,0,0,1
At5g20290,0,0,0,0,0,0,0,0,0,0,0,1
At5g20410,0,0,0,0,0,0,0,0,0,0,0,1
At5g20420,0,0,0,0,0,0,0,0,0,0,0,1
At5g20440,0,0,0,0,0,0,0,0,0,0,0,1
At5g20450,0,0,0,0,0,0,0,0,0,0,0,1
At5g20460,0,0,0,0,0,0,0,0,0,0,0,1
At5g20510,0,0,0,0,0,0,0,0,0,0,0,1
At5g20560,0,0,0,0,0,0,0,0,0,0,0,1
At5g20520,0,0,0,0,0,0,0,0,0,0,0,1
At5g20590,0,0,0,0,0,0,0,0,0,0,0,1
At5g19300,0,0,0,0,0,0,0,0,0,0,0,1
At5g32570,0,0,0,0,0,0,0,0,0,0,0,1
At5g32580,0,0,0,0,0,0,0,0,0,0,0,1
At5g32590,0,0,0,0,0,0,0,0,0,0,0,1
At5g28650,0,0,0,0,0,0,0,0,0,0,0,1
At5g28670,0,0,0,0,0,0,0,0,0,0,0,1
At5g28680,0,0,0,0,0,0,0,0,0,0,0,1
At5g28700,0,0,0,0,0,0,0,0,0,0,0,1
At5g20120,0,0,0,0,0,0,0,0,0,0,0,1
At5g20170,0,0,0,0,0,0,0,0,0,0,0,1
At5g20210,0,0,0,0,0,0,0,0,0,0,0,1
At5g20300,0,0,0,0,0,0,0,0,0,0,0,1
At5g20310,0,0,0,0,0,0,0,0,0,0,0,1
At5g20320,0,0,0,0,0,0,0,0,0,0,0,1
At5g20340,0,0,0,0,0,0,0,0,0,0,0,1
At5g20350,0,0,0,0,0,0,0,0,0,0,0,1
At5g20370,0,0,0,0,0,0,0,0,0,0,0,1
At5g20390,0,0,0,0,0,0,0,0,0,0,0,1
At5g20060,0,0,0,0,0,0,0,0,0,0,0,1
At5g32530,0,0,0,0,0,0,0,0,0,0,0,1
At5g32550,0,0,0,0,0,0,0,0,0,0,0,1
At5g32560,0,0,0,0,0,0,0,0,0,0,0,1
At5g20990,0,0,0,0,0,0,0,0,0,0,0,1
At5g20930,0,0,0,0,0,0,0,0,0,0,0,1
At5g28470,0,0,0,0,0,0,0,0,0,0,0,1
At5g28490,0,0,0,0,0,0,0,0,0,0,0,1
At5g19870,0,0,0,0,0,0,0,0,0,0,0,1
At5g19960,0,0,0,0,0,0,0,0,0,0,0,1
At5g19950,0,0,0,0,0,0,0,0,0,0,0,1
At5g20010,0,0,0,0,0,0,0,0,0,0,0,1
At5g20030,0,0,0,0,0,0,0,0,0,0,0,1
At5g20090,0,0,0,0,0,0,0,0,0,0,0,1
At5g20080,0,0,0,0,0,0,0,0,0,0,0,1
At5g21040,0,0,0,0,0,0,0,0,0,0,0,1
At4g36400,0,0,0,0,0,0,0,0,0,0,0,1
At5g32600,0,0,0,0,0,0,0,0,0,0,0,1
At5g32610,0,0,0,0,0,0,0,0,0,0,0,1
At5g32400,0,0,0,0,0,0,0,0,0,0,0,1
At5g32410,0,0,0,0,0,0,0,0,0,0,0,1
At5g32430,0,0,0,0,0,0,0,0,0,0,0,1
At5g32460,0,0,0,0,0,0,0,0,0,0,0,1
At5g32470,0,0,0,0,0,0,0,0,0,0,0,1
At5g32440,0,0,0,0,0,0,0,0,0,0,0,1
At5g28400,0,0,0,0,0,0,0,0,0,0,0,1
At5g28410,0,0,0,0,0,0,0,0,0,0,0,1
At5g28420,0,0,0,0,0,0,0,0,0,0,0,1
At5g28440,0,0,0,0,0,0,0,0,0,0,0,1
At5g20840,0,0,0,0,0,0,0,0,0,0,0,1
At5g20870,0,0,0,0,0,0,0,0,0,0,0,1
At5g20940,0,0,0,0,0,0,0,0,0,0,0,1
At5g21030,0,0,0,0,0,0,0,0,0,0,0,1
At5g21020,0,0,0,0,0,0,0,0,0,0,0,1
At5g21050,0,0,0,0,0,0,0,0,0,0,0,1
At5g21010,0,0,0,0,0,0,0,0,0,0,0,1
At5g20890,0,0,0,0,0,0,0,0,0,0,0,1
At5g20920,0,0,0,0,0,0,0,0,0,0,0,1
At4g37000,0,0,0,0,0,0,0,0,0,0,0,1
At4g36530,0,0,0,0,0,0,0,0,0,0,0,1
At4g36750,0,0,0,0,0,0,0,0,0,0,0,1
At4g37040,0,0,0,0,0,0,0,0,0,0,0,1
At4g37020,0,0,0,0,0,0,0,0,0,0,0,1
At4g36970,0,0,0,0,0,0,0,0,0,0,0,1
At4g36655,0,0,0,0,0,0,0,0,0,0,0,1
At4g36490,0,0,0,0,0,0,0,0,0,0,0,1
At4g36870,0,0,0,0,0,0,0,0,0,0,0,1
At4g36420,0,0,0,0,0,0,0,0,0,0,0,1
At4g36730,0,0,0,0,0,0,0,0,0,0,0,1
At4g36480,0,0,0,0,0,0,0,0,0,0,0,1
At4g36890,0,0,0,0,0,0,0,0,0,0,0,1
At4g36590,0,0,0,0,0,0,0,0,0,0,0,1
At4g36510,0,0,0,0,0,0,0,0,0,0,0,1
At4g36630,0,0,0,0,0,0,0,0,0,0,0,1
At4g37280,0,0,0,0,0,0,0,0,0,0,0,1
At4g36390,0,0,0,0,0,0,0,0,0,0,0,1
At4g36790,0,0,0,0,0,0,0,0,0,0,0,1
At4g37130,0,0,0,0,0,0,0,0,0,0,0,1
At4g36520,0,0,0,0,0,0,0,0,0,0,0,1
At4g37250,0,0,0,0,0,0,0,0,0,0,0,1
At4g36440,0,0,0,0,0,0,0,0,0,0,0,1
At4g36450,0,0,0,0,0,0,0,0,0,0,0,1
At4g36770,0,0,0,0,0,0,0,0,0,0,0,1
At1g31840,0,0,0,0,0,0,0,0,0,0,0,1
At1g31814,0,0,0,0,0,0,0,0,0,0,0,1
At4g37230,0,0,0,0,0,0,0,0,0,0,0,1
At4g36700,0,0,0,0,0,0,0,0,0,0,0,1
At4g37270,0,0,0,0,0,0,0,0,0,0,0,1
At4g36460,0,0,0,0,0,0,0,0,0,0,0,1
At4g36980,0,0,0,0,0,0,0,0,0,0,0,1
At1g31870,0,0,0,0,0,0,0,0,0,0,0,1
At3g56820,0,0,0,0,0,0,0,0,0,0,0,1
At3g56690,0,0,0,0,0,0,0,0,0,0,0,1
At3g51760,0,0,0,0,0,0,0,0,0,0,0,1
At3g51850,0,0,0,0,0,0,0,0,0,0,0,1
At3g51840,0,0,0,0,0,0,0,0,0,0,0,1
At3g51780,0,0,0,0,0,0,0,0,0,0,0,1
At3g51880,0,0,0,0,0,0,0,0,0,0,0,1
At1g31930,0,0,0,0,0,0,0,0,0,0,0,1
At3g56850,0,0,0,0,0,0,0,0,0,0,0,1
At3g56870,0,0,0,0,0,0,0,0,0,0,0,1
At3g56890,0,0,0,0,0,0,0,0,0,0,0,1
At3g56900,0,0,0,0,0,0,0,0,0,0,0,1
At3g56740,0,0,0,0,0,0,0,0,0,0,0,1
At3g56680,0,0,0,0,0,0,0,0,0,0,0,1
At1g16560,0,0,0,0,0,0,0,0,0,0,0,1
At1g16640,0,0,0,0,0,0,0,0,0,0,0,1
At1g16680,0,0,0,0,0,0,0,0,0,0,0,1
At1g16690,0,0,0,0,0,0,0,0,0,0,0,1
At1g16610,0,0,0,0,0,0,0,0,0,0,0,1
At1g16590,0,0,0,0,0,0,0,0,0,0,0,1
At3g43590,0,0,0,0,0,0,0,0,0,0,0,1
At3g44820,0,0,0,0,0,0,0,0,0,0,0,1
At3g44850,0,0,0,0,0,0,0,0,0,0,0,1
At3g44900,0,0,0,0,0,0,0,0,0,0,0,1
At3g44910,0,0,0,0,0,0,0,0,0,0,0,1
At3g56700,0,0,0,0,0,0,0,0,0,0,0,1
At3g56760,0,0,0,0,0,0,0,0,0,0,0,1
At1g16650,0,0,0,0,0,0,0,0,0,0,0,1
At1g16570,0,0,0,0,0,0,0,0,0,0,0,1
At1g39270,0,0,0,0,0,0,0,0,0,0,0,1
At1g38950,0,0,0,0,0,0,0,0,0,0,0,1
At1g38470,0,0,0,0,0,0,0,0,0,0,0,1
At1g40150,0,0,0,0,0,0,0,0,0,0,0,1
At1g40710,0,0,0,0,0,0,0,0,0,0,0,1
At1g40871,0,0,0,0,0,0,0,0,0,0,0,1
At1g41114,0,0,0,0,0,0,0,0,0,0,0,1
At1g41276,0,0,0,0,0,0,0,0,0,0,0,1
At1g40390,0,0,0,0,0,0,0,0,0,0,0,1
At1g40230,0,0,0,0,0,0,0,0,0,0,0,1
At1g51880,0,0,0,0,0,0,0,0,0,0,0,1
At1g51910,0,0,0,0,0,0,0,0,0,0,0,1
At1g51900,0,0,0,0,0,0,0,0,0,0,0,1
At1g57550,0,0,0,0,0,0,0,0,0,0,0,1
At1g57750,0,0,0,0,0,0,0,0,0,0,0,1
At1g39430,0,0,0,0,0,0,0,0,0,0,0,1
At1g39350,0,0,0,0,0,0,0,0,0,0,0,1
At1g77400,0,0,0,0,0,0,0,0,0,0,0,1
At1g77405,0,0,0,0,0,0,0,0,0,0,0,1
At1g77330,0,0,0,0,0,0,0,0,0,0,0,1
At1g77350,0,0,0,0,0,0,0,0,0,0,0,1
At1g58120,0,0,0,0,0,0,0,0,0,0,0,1
At1g58160,0,0,0,0,0,0,0,0,0,0,0,1
At1g58190,0,0,0,0,0,0,0,0,0,0,0,1
At1g58100,0,0,0,0,0,0,0,0,0,0,0,1
At1g58110,0,0,0,0,0,0,0,0,0,0,0,1
At1g57540,0,0,0,0,0,0,0,0,0,0,0,1
At1g57570,0,0,0,0,0,0,0,0,0,0,0,1
